Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
2048,139.0,21121,2.9574559000029694,"[2, 2, 0, 2, 0, 2, 0, 0, 2, 1, 1, 1, 1, 1, 2, 2, 1, 0, 0, 2, 0, 2, 0, 1, 1, 0, 0, 1, 2, 2, 2, 2, 0, 2, 2, 2, 1, 2, 1, 2, 0, 1, 0, 0, 0, 2, 1, 1, 2, 1]",20,0.02,4096
4096,139.0,21121,2.9574559000029694,"[2, 2, 0, 2, 0, 2, 0, 0, 2, 1, 1, 1, 1, 1, 2, 2, 1, 0, 0, 2, 0, 2, 0, 1, 1, 0, 0, 1, 2, 2, 2, 2, 0, 2, 2, 2, 1, 2, 1, 2, 0, 1, 0, 0, 0, 2, 1, 1, 2, 1]",20,0.02,4096
0,110.0,20,0.002702499994484242,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2]",20,0.05,4096
1,110.0,41,0.02076909999595955,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2]",20,0.05,4096
2,110.0,62,0.03517219999775989,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2]",20,0.05,4096
4,116.0,106,0.05184649999864632,"[1, 2, 1, 2, 1, 1, 1, 0, 0, 2, 0, 0, 2, 1, 2, 2, 0, 1, 2, 2, 2, 1, 1, 0, 1, 0, 2, 1, 2, 1, 0, 1, 2, 1, 0, 0, 2, 2, 1, 2, 1, 0, 0, 1, 0, 2, 0, 2, 2, 2]",20,0.05,4096
8,119.0,191,0.07385749999957625,"[1, 0, 1, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0, 1, 2, 2, 0, 1, 2, 1, 2, 1, 1, 0, 1, 0, 2, 1, 0, 1, 0, 1, 2, 1, 0, 0, 2, 2, 1, 0, 1, 0, 0, 0, 2, 2, 2, 1, 2, 2]",20,0.05,4096
16,125.0,362,0.10810299999866402,"[1, 0, 1, 2, 1, 1, 0, 0, 2, 2, 0, 0, 2, 1, 2, 2, 0, 1, 2, 1, 2, 2, 1, 1, 1, 0, 2, 1, 0, 1, 0, 1, 2, 1, 0, 0, 1, 2, 1, 2, 1, 0, 0, 0, 2, 2, 2, 2, 2, 2]",20,0.05,4096
32,127.0,700,0.16097859999717912,"[1, 0, 1, 2, 1, 1, 0, 0, 2, 2, 0, 0, 2, 1, 2, 2, 0, 1, 2, 1, 2, 2, 1, 0, 1, 0, 2, 1, 0, 1, 2, 1, 2, 1, 0, 0, 1, 2, 1, 0, 1, 0, 0, 1, 2, 2, 2, 2, 2, 2]",20,0.05,4096
64,127.0,1372,0.24811079999926733,"[1, 0, 1, 2, 1, 1, 0, 0, 2, 2, 0, 0, 2, 1, 2, 2, 0, 1, 2, 1, 2, 2, 1, 0, 1, 0, 2, 1, 0, 1, 2, 1, 2, 1, 0, 0, 1, 2, 1, 0, 1, 0, 0, 1, 2, 2, 2, 2, 2, 2]",20,0.05,4096
128,129.0,2718,0.4281068999989657,"[1, 0, 1, 2, 1, 1, 0, 0, 2, 2, 0, 0, 2, 1, 2, 2, 0, 1, 2, 1, 2, 2, 1, 0, 1, 0, 2, 1, 0, 1, 2, 1, 2, 1, 0, 0, 1, 2, 1, 1, 1, 0, 2, 1, 2, 2, 2, 2, 2, 2]",20,0.05,4096
256,131.0,5407,0.7724716999946395,"[1, 0, 1, 2, 1, 1, 0, 0, 2, 2, 0, 0, 2, 1, 2, 2, 0, 1, 2, 1, 2, 2, 1, 0, 1, 0, 2, 1, 0, 1, 2, 1, 2, 0, 0, 0, 1, 2, 1, 1, 1, 0, 2, 1, 2, 2, 2, 2, 2, 2]",20,0.05,4096
512,134.0,10786,1.491663900000276,"[1, 0, 1, 2, 1, 1, 0, 0, 2, 2, 0, 0, 2, 1, 2, 2, 0, 1, 2, 1, 2, 2, 1, 0, 1, 0, 2, 1, 0, 0, 2, 1, 2, 0, 0, 0, 1, 2, 1, 1, 1, 0, 1, 1, 2, 2, 2, 2, 2, 1]",20,0.05,4096
1024,135.0,21539,2.9402981999955955,"[1, 0, 1, 2, 1, 1, 0, 0, 2, 2, 0, 0, 1, 1, 2, 2, 0, 1, 2, 1, 2, 2, 1, 0, 1, 0, 2, 1, 0, 0, 2, 1, 2, 0, 0, 0, 1, 2, 1, 1, 1, 0, 1, 1, 2, 2, 2, 2, 2, 1]",20,0.05,4096
2048,136.0,34623,5.23413779999828,"[1, 0, 1, 2, 1, 2, 0, 0, 2, 2, 0, 0, 1, 1, 2, 2, 0, 1, 2, 1, 2, 2, 1, 0, 1, 0, 2, 1, 0, 0, 2, 1, 2, 0, 0, 0, 1, 2, 1, 1, 1, 0, 1, 1, 2, 2, 2, 2, 2, 1]",20,0.05,4096
4096,136.0,34623,5.23413779999828,"[1, 0, 1, 2, 1, 2, 0, 0, 2, 2, 0, 0, 1, 1, 2, 2, 0, 1, 2, 1, 2, 2, 1, 0, 1, 0, 2, 1, 0, 0, 2, 1, 2, 0, 0, 0, 1, 2, 1, 1, 1, 0, 1, 1, 2, 2, 2, 2, 2, 1]",20,0.05,4096
0,110.0,20,0.0014044999988982454,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2]",20,0.1,4096
1,113.0,42,0.013676599999598693,"[1, 1, 1, 2, 2, 1, 0, 0, 0, 2, 0, 0, 2, 0, 2, 2, 0, 1, 2, 2, 2, 0, 0, 1, 1, 2, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 2, 1, 0, 1, 2, 1, 2, 2, 1, 0, 0]",20,0.1,4096
2,116.0,64,0.02477560000261292,"[1, 2, 2, 0, 2, 1, 2, 0, 0, 0, 0, 2, 0, 0, 2, 2, 2, 1, 2, 1, 2, 0, 1, 1, 1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 2, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 2, 2, 1, 0, 0]",20,0.1,4096
4,116.0,106,0.03921249999984866,"[1, 2, 2, 0, 2, 1, 2, 0, 0, 0, 0, 2, 0, 0, 2, 2, 2, 1, 2, 1, 2, 0, 1, 1, 1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 2, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 2, 2, 1, 0, 0]",20,0.1,4096
8,118.0,191,0.05830740000237711,"[1, 1, 1, 2, 2, 1, 0, 0, 0, 2, 0, 0, 2, 0, 2, 2, 2, 1, 2, 2, 2, 0, 0, 1, 1, 2, 0, 1, 0, 0, 1, 2, 1, 0, 0, 1, 1, 0, 1, 2, 1, 0, 1, 2, 1, 2, 2, 2, 0, 2]",20,0.1,4096
16,126.0,363,0.08520649999991292,"[1, 1, 1, 2, 0, 1, 2, 0, 0, 1, 2, 2, 2, 1, 2, 2, 0, 1, 0, 2, 2, 0, 0, 0, 2, 0, 0, 1, 2, 0, 0, 1, 0, 0, 2, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 0, 0]",20,0.1,4096
32,128.0,701,0.12659350000467384,"[1, 1, 1, 2, 0, 1, 2, 0, 0, 1, 2, 2, 2, 1, 2, 2, 0, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 1, 0, 0, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 0, 2, 1, 1, 0, 0]",20,0.1,4096
64,131.0,1375,0.2038888000024599,"[1, 1, 1, 1, 0, 1, 2, 0, 0, 1, 2, 2, 2, 1, 2, 2, 0, 2, 0, 2, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 1, 1, 0, 0, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 0, 2, 1, 1, 0, 0]",20,0.1,4096
128,133.0,2721,0.3861499000049662,"[1, 1, 1, 1, 0, 1, 2, 0, 0, 1, 2, 2, 2, 1, 2, 2, 0, 2, 0, 2, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 1, 1, 0, 0, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0]",20,0.1,4096
256,135.0,5411,0.7984693000034895,"[1, 1, 0, 1, 0, 1, 2, 0, 0, 1, 2, 2, 2, 1, 2, 2, 0, 2, 0, 2, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 1, 1, 0, 0, 2, 1, 0, 2, 2, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0]",20,0.1,4096
512,139.0,10791,1.573437400002149,"[1, 1, 0, 1, 0, 0, 2, 0, 0, 1, 2, 2, 2, 1, 2, 2, 0, 2, 0, 2, 2, 0, 0, 2, 2, 1, 1, 0, 2, 0, 1, 1, 0, 2, 2, 0, 0, 2, 2, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1]",20,0.1,4096
1024,139.0,20409,2.933082600000489,"[1, 1, 0, 1, 0, 0, 2, 0, 0, 1, 2, 2, 2, 1, 2, 2, 0, 2, 0, 2, 2, 0, 0, 2, 2, 1, 1, 0, 2, 0, 1, 1, 0, 2, 2, 0, 0, 2, 2, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1]",20,0.1,4096
2048,139.0,20409,2.933082600000489,"[1, 1, 0, 1, 0, 0, 2, 0, 0, 1, 2, 2, 2, 1, 2, 2, 0, 2, 0, 2, 2, 0, 0, 2, 2, 1, 1, 0, 2, 0, 1, 1, 0, 2, 2, 0, 0, 2, 2, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1]",20,0.1,4096
4096,139.0,20409,2.933082600000489,"[1, 1, 0, 1, 0, 0, 2, 0, 0, 1, 2, 2, 2, 1, 2, 2, 0, 2, 0, 2, 2, 0, 0, 2, 2, 1, 1, 0, 2, 0, 1, 1, 0, 2, 2, 0, 0, 2, 2, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1]",20,0.1,4096
0,110.0,20,0.001556999995955266,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2]",20,0.2,4096
1,113.0,42,0.01844159999745898,"[1, 1, 1, 2, 2, 1, 0, 0, 0, 2, 0, 0, 2, 0, 2, 2, 0, 1, 2, 2, 2, 0, 0, 1, 1, 2, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 2, 1, 0, 1, 2, 1, 2, 2, 1, 0, 0]",20,0.2,4096
2,116.0,64,0.038625699999101926,"[1, 2, 2, 0, 2, 1, 2, 0, 0, 0, 0, 2, 0, 0, 2, 2, 2, 1, 2, 1, 2, 0, 1, 1, 1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 2, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 2, 2, 1, 0, 0]",20,0.2,4096
4,122.0,107,0.06056389999866951,"[1, 1, 2, 0, 0, 1, 0, 1, 0, 2, 2, 0, 2, 1, 0, 2, 2, 1, 0, 2, 2, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 2, 1, 1, 2, 1, 1, 0, 2, 1, 2, 2, 2]",20,0.2,4096
8,123.0,192,0.08615540000027977,"[2, 2, 1, 0, 0, 1, 1, 0, 0, 2, 0, 0, 2, 0, 2, 2, 1, 1, 2, 2, 2, 2, 1, 0, 1, 0, 0, 0, 2, 0, 0, 2, 0, 0, 2, 1, 1, 2, 1, 0, 1, 0, 0, 0, 0, 2, 1, 1, 2, 2]",20,0.2,4096
16,126.0,362,0.12412079999921843,"[2, 2, 1, 0, 0, 1, 1, 0, 0, 2, 0, 0, 2, 0, 2, 2, 1, 1, 2, 2, 2, 1, 1, 0, 1, 0, 0, 1, 2, 0, 0, 2, 0, 1, 2, 1, 1, 2, 1, 0, 1, 0, 1, 0, 0, 2, 1, 1, 0, 2]",20,0.2,4096
32,131.0,700,0.1836836000002222,"[1, 2, 1, 0, 0, 1, 2, 0, 0, 0, 0, 2, 2, 1, 2, 2, 1, 1, 2, 2, 2, 1, 1, 0, 1, 0, 0, 1, 2, 0, 0, 2, 1, 0, 2, 1, 1, 0, 2, 0, 1, 0, 1, 0, 0, 2, 1, 1, 0, 2]",20,0.2,4096
64,135.0,1375,0.28448789999674773,"[1, 2, 1, 0, 0, 1, 2, 0, 0, 1, 0, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 1, 1, 0, 1, 0, 0, 1, 2, 0, 0, 1, 1, 0, 2, 1, 0, 0, 2, 1, 1, 0, 1, 0, 0, 2, 1, 1, 0, 1]",20,0.2,4096
128,138.0,2722,0.5194115999984206,"[1, 2, 1, 0, 0, 1, 2, 0, 0, 1, 0, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 1, 1, 0, 2, 0, 1, 1, 2, 0, 0, 1, 1, 0, 2, 1, 0, 0, 2, 1, 1, 0, 1, 0, 1, 2, 1, 1, 0, 1]",20,0.2,4096
256,140.0,5412,0.8889262999946368,"[1, 2, 1, 0, 0, 1, 2, 0, 0, 1, 0, 0, 2, 1, 2, 2, 2, 1, 2, 2, 2, 1, 1, 0, 2, 0, 1, 1, 2, 0, 0, 1, 1, 0, 2, 1, 0, 0, 2, 1, 1, 0, 1, 1, 1, 2, 1, 2, 0, 1]",20,0.2,4096
512,140.0,10788,1.5840259999968112,"[1, 2, 1, 0, 0, 1, 2, 0, 0, 1, 0, 0, 2, 1, 2, 2, 2, 1, 2, 2, 2, 1, 1, 0, 2, 0, 1, 1, 2, 0, 0, 1, 1, 0, 2, 1, 0, 0, 2, 1, 1, 0, 1, 1, 1, 2, 1, 2, 0, 1]",20,0.2,4096
1024,140.0,14463,2.102054799994221,"[1, 2, 1, 0, 0, 1, 2, 0, 0, 1, 0, 0, 2, 1, 2, 2, 2, 1, 2, 2, 2, 1, 1, 0, 2, 0, 1, 1, 2, 0, 0, 1, 1, 0, 2, 1, 0, 0, 2, 1, 1, 0, 1, 1, 1, 2, 1, 2, 0, 1]",20,0.2,4096
2048,140.0,14463,2.102054799994221,"[1, 2, 1, 0, 0, 1, 2, 0, 0, 1, 0, 0, 2, 1, 2, 2, 2, 1, 2, 2, 2, 1, 1, 0, 2, 0, 1, 1, 2, 0, 0, 1, 1, 0, 2, 1, 0, 0, 2, 1, 1, 0, 1, 1, 1, 2, 1, 2, 0, 1]",20,0.2,4096
4096,140.0,14463,2.102054799994221,"[1, 2, 1, 0, 0, 1, 2, 0, 0, 1, 0, 0, 2, 1, 2, 2, 2, 1, 2, 2, 2, 1, 1, 0, 2, 0, 1, 1, 2, 0, 0, 1, 1, 0, 2, 1, 0, 0, 2, 1, 1, 0, 1, 1, 1, 2, 1, 2, 0, 1]",20,0.2,4096
0,110.0,50,0.004950700000335928,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2]",50,0.02,4096
1,118.0,102,0.025160899996990338,"[2, 1, 1, 2, 0, 2, 0, 1, 1, 2, 0, 2, 1, 1, 2, 2, 0, 2, 0, 2, 0, 2, 2, 0, 1, 0, 2, 1, 0, 2, 1, 2, 1, 1, 2, 2, 1, 1, 0, 2, 1, 0, 1, 1, 1, 0, 1, 2, 2, 1]",50,0.02,4096
2,118.0,153,0.04697659999510506,"[2, 1, 1, 2, 0, 2, 0, 1, 1, 2, 0, 2, 1, 1, 2, 2, 0, 2, 0, 2, 0, 2, 2, 0, 1, 0, 2, 1, 0, 2, 1, 2, 1, 1, 2, 2, 1, 1, 0, 2, 1, 0, 1, 1, 1, 0, 1, 2, 2, 1]",50,0.02,4096
4,118.0,255,0.07374989999516401,"[2, 1, 1, 2, 0, 2, 0, 1, 1, 2, 0, 2, 1, 1, 2, 2, 0, 2, 0, 2, 0, 2, 2, 0, 1, 0, 2, 1, 0, 2, 1, 2, 1, 1, 2, 2, 1, 1, 0, 2, 1, 0, 1, 1, 1, 0, 1, 2, 2, 1]",50,0.02,4096
8,118.0,459,0.10879489999933867,"[2, 1, 1, 2, 0, 2, 0, 1, 1, 2, 0, 2, 1, 1, 2, 2, 0, 2, 0, 2, 0, 2, 2, 0, 1, 0, 2, 1, 0, 2, 1, 2, 1, 1, 2, 2, 1, 1, 0, 2, 1, 0, 1, 1, 1, 0, 1, 2, 2, 1]",50,0.02,4096
16,120.0,869,0.1801597000012407,"[1, 1, 0, 2, 2, 1, 2, 0, 2, 1, 2, 0, 0, 0, 2, 0, 0, 0, 1, 0, 2, 2, 0, 0, 1, 2, 0, 0, 2, 0, 2, 1, 2, 2, 2, 1, 1, 1, 0, 0, 0, 0, 1, 0, 2, 2, 1, 1, 2, 0]",50,0.02,4096
32,132.0,1693,0.30513889999565436,"[1, 1, 0, 0, 0, 1, 0, 0, 2, 2, 2, 2, 0, 2, 2, 0, 0, 0, 0, 1, 2, 2, 2, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 2, 0, 1, 2, 2, 0, 1, 2, 1, 1, 1, 2, 2, 0, 1, 0]",50,0.02,4096
64,136.0,3329,0.5323931999955676,"[1, 1, 0, 2, 0, 1, 0, 0, 2, 2, 2, 2, 0, 2, 2, 0, 0, 0, 0, 1, 2, 2, 2, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 2, 1, 1, 2, 2, 0, 1, 2, 1, 1, 1, 2, 2, 0, 2, 1]",50,0.02,4096
128,136.0,6593,0.9433674999963841,"[1, 1, 0, 2, 0, 1, 0, 0, 2, 2, 2, 2, 0, 2, 2, 0, 0, 0, 0, 1, 2, 2, 2, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 2, 1, 1, 2, 2, 0, 1, 2, 1, 1, 1, 2, 2, 0, 2, 1]",50,0.02,4096
256,137.0,13122,1.7683610999956727,"[1, 1, 0, 2, 0, 1, 0, 0, 2, 2, 0, 2, 0, 2, 2, 0, 0, 0, 0, 1, 2, 2, 2, 0, 1, 0, 2, 0, 1, 0, 1, 1, 2, 1, 0, 1, 1, 2, 2, 0, 1, 2, 1, 1, 1, 2, 2, 0, 2, 1]",50,0.02,4096
512,137.0,26178,3.449862599998596,"[1, 1, 0, 2, 0, 1, 0, 0, 2, 2, 0, 2, 0, 2, 2, 0, 0, 0, 0, 1, 2, 2, 2, 0, 1, 0, 2, 0, 1, 0, 1, 1, 2, 1, 0, 1, 1, 2, 2, 0, 1, 2, 1, 1, 1, 2, 2, 0, 2, 1]",50,0.02,4096
1024,137.0,32910,4.3053484999982174,"[1, 1, 0, 2, 0, 1, 0, 0, 2, 2, 0, 2, 0, 2, 2, 0, 0, 0, 0, 1, 2, 2, 2, 0, 1, 0, 2, 0, 1, 0, 1, 1, 2, 1, 0, 1, 1, 2, 2, 0, 1, 2, 1, 1, 1, 2, 2, 0, 2, 1]",50,0.02,4096
2048,137.0,32910,4.3053484999982174,"[1, 1, 0, 2, 0, 1, 0, 0, 2, 2, 0, 2, 0, 2, 2, 0, 0, 0, 0, 1, 2, 2, 2, 0, 1, 0, 2, 0, 1, 0, 1, 1, 2, 1, 0, 1, 1, 2, 2, 0, 1, 2, 1, 1, 1, 2, 2, 0, 2, 1]",50,0.02,4096
4096,137.0,32910,4.3053484999982174,"[1, 1, 0, 2, 0, 1, 0, 0, 2, 2, 0, 2, 0, 2, 2, 0, 0, 0, 0, 1, 2, 2, 2, 0, 1, 0, 2, 0, 1, 0, 1, 1, 2, 1, 0, 1, 1, 2, 2, 0, 1, 2, 1, 1, 1, 2, 2, 0, 2, 1]",50,0.02,4096
0,110.0,50,0.005804300002637319,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2]",50,0.05,4096
1,118.0,102,0.030769999997573905,"[2, 1, 1, 2, 0, 2, 0, 1, 1, 2, 0, 2, 1, 1, 2, 2, 0, 2, 0, 2, 0, 2, 2, 0, 1, 0, 2, 1, 0, 2, 1, 2, 1, 1, 2, 2, 1, 1, 0, 2, 1, 0, 1, 1, 1, 0, 1, 2, 2, 1]",50,0.05,4096
2,118.0,153,0.056484100001398474,"[2, 1, 1, 2, 0, 2, 0, 1, 1, 2, 0, 2, 1, 1, 2, 2, 0, 2, 0, 2, 0, 2, 2, 0, 1, 0, 2, 1, 0, 2, 1, 2, 1, 1, 2, 2, 1, 1, 0, 2, 1, 0, 1, 1, 1, 0, 1, 2, 2, 1]",50,0.05,4096
4,121.0,256,0.0930302999986452,"[1, 1, 1, 0, 0, 1, 2, 1, 2, 2, 2, 2, 2, 2, 1, 0, 0, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 2, 1, 2, 0, 0, 0, 1, 0, 1, 2, 2, 1, 1, 1, 2, 0, 0, 0, 1, 2, 1, 1, 0]",50,0.05,4096
8,121.0,460,0.1341303000008338,"[1, 1, 1, 0, 0, 1, 2, 1, 2, 2, 2, 2, 2, 2, 1, 0, 0, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 2, 1, 2, 0, 0, 0, 1, 0, 1, 2, 2, 1, 1, 1, 2, 0, 0, 0, 1, 2, 1, 1, 0]",50,0.05,4096
16,122.0,869,0.2043543999971007,"[1, 0, 0, 1, 1, 0, 0, 0, 1, 2, 2, 2, 2, 2, 1, 2, 2, 1, 1, 1, 0, 1, 1, 2, 1, 0, 0, 1, 2, 2, 1, 2, 1, 1, 0, 1, 1, 2, 2, 1, 0, 2, 1, 0, 0, 1, 1, 1, 1, 1]",50,0.05,4096
32,134.0,1691,0.33115489999909187,"[1, 0, 1, 0, 0, 0, 2, 0, 0, 2, 2, 2, 2, 2, 1, 0, 0, 2, 0, 2, 2, 1, 1, 2, 1, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 1, 2, 2, 2, 1, 1, 2, 0, 0, 0, 1, 1, 1, 1, 0]",50,0.05,4096
64,138.0,3327,0.544854400002805,"[1, 0, 1, 0, 1, 0, 2, 0, 0, 2, 2, 2, 2, 1, 2, 0, 0, 2, 0, 2, 2, 1, 1, 2, 1, 0, 2, 1, 0, 2, 0, 1, 0, 0, 0, 1, 2, 2, 2, 1, 1, 2, 0, 0, 1, 1, 1, 1, 0, 0]",50,0.05,4096
128,138.0,6591,0.9730889999991632,"[1, 0, 1, 0, 1, 0, 2, 0, 0, 2, 2, 2, 2, 1, 2, 0, 0, 2, 0, 2, 2, 1, 1, 2, 1, 0, 2, 1, 0, 2, 0, 1, 0, 0, 0, 1, 2, 2, 2, 1, 1, 2, 0, 0, 1, 1, 1, 1, 0, 0]",50,0.05,4096
256,139.0,13120,1.8016722000029404,"[1, 0, 1, 2, 1, 0, 2, 0, 0, 2, 2, 2, 2, 1, 2, 0, 0, 2, 0, 2, 2, 1, 1, 2, 1, 0, 1, 1, 0, 2, 0, 1, 0, 0, 0, 1, 2, 2, 2, 1, 1, 2, 0, 0, 1, 1, 1, 1, 0, 0]",50,0.05,4096
512,139.0,26176,3.4537988000010955,"[1, 0, 1, 2, 1, 0, 2, 0, 0, 2, 2, 2, 2, 1, 2, 0, 0, 2, 0, 2, 2, 1, 1, 2, 1, 0, 1, 1, 0, 2, 0, 1, 0, 0, 0, 1, 2, 2, 2, 1, 1, 2, 0, 0, 1, 1, 1, 1, 0, 0]",50,0.05,4096
1024,139.0,33724,4.413584200003243,"[1, 0, 1, 2, 1, 0, 2, 0, 0, 2, 2, 2, 2, 1, 2, 0, 0, 2, 0, 2, 2, 1, 1, 2, 1, 0, 1, 1, 0, 2, 0, 1, 0, 0, 0, 1, 2, 2, 2, 1, 1, 2, 0, 0, 1, 1, 1, 1, 0, 0]",50,0.05,4096
2048,139.0,33724,4.413584200003243,"[1, 0, 1, 2, 1, 0, 2, 0, 0, 2, 2, 2, 2, 1, 2, 0, 0, 2, 0, 2, 2, 1, 1, 2, 1, 0, 1, 1, 0, 2, 0, 1, 0, 0, 0, 1, 2, 2, 2, 1, 1, 2, 0, 0, 1, 1, 1, 1, 0, 0]",50,0.05,4096
4096,139.0,33724,4.413584200003243,"[1, 0, 1, 2, 1, 0, 2, 0, 0, 2, 2, 2, 2, 1, 2, 0, 0, 2, 0, 2, 2, 1, 1, 2, 1, 0, 1, 1, 0, 2, 0, 1, 0, 0, 0, 1, 2, 2, 2, 1, 1, 2, 0, 0, 1, 1, 1, 1, 0, 0]",50,0.05,4096
0,110.0,50,0.0034740999981295317,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2]",50,0.1,4096
1,118.0,102,0.023661200000788085,"[2, 1, 1, 2, 0, 2, 0, 1, 1, 2, 0, 2, 1, 1, 2, 2, 0, 2, 0, 2, 0, 2, 2, 0, 1, 0, 2, 1, 0, 2, 1, 2, 1, 1, 2, 2, 1, 1, 0, 2, 1, 0, 1, 1, 1, 0, 1, 2, 2, 1]",50,0.1,4096
2,118.0,153,0.047244399996998254,"[2, 1, 1, 2, 0, 2, 0, 1, 1, 2, 0, 2, 1, 1, 2, 2, 0, 2, 0, 2, 0, 2, 2, 0, 1, 0, 2, 1, 0, 2, 1, 2, 1, 1, 2, 2, 1, 1, 0, 2, 1, 0, 1, 1, 1, 0, 1, 2, 2, 1]",50,0.1,4096
4,121.0,256,0.07525739999982761,"[2, 1, 1, 2, 0, 2, 0, 1, 2, 2, 0, 2, 0, 1, 2, 2, 1, 0, 1, 2, 0, 2, 2, 0, 0, 0, 0, 1, 0, 2, 1, 2, 2, 2, 2, 1, 1, 2, 2, 1, 1, 0, 1, 1, 1, 0, 1, 0, 2, 1]",50,0.1,4096
8,121.0,460,0.11682180000207154,"[2, 1, 1, 2, 0, 2, 0, 1, 2, 2, 0, 2, 0, 1, 2, 2, 1, 0, 1, 2, 0, 2, 2, 0, 0, 0, 0, 1, 0, 2, 1, 2, 2, 2, 2, 1, 1, 2, 2, 1, 1, 0, 1, 1, 1, 0, 1, 0, 2, 1]",50,0.1,4096
16,124.0,869,0.18268910000188043,"[2, 2, 1, 1, 2, 1, 0, 1, 2, 1, 0, 2, 0, 0, 0, 2, 0, 1, 0, 0, 2, 1, 2, 1, 2, 1, 2, 1, 1, 0, 1, 0, 1, 2, 2, 1, 0, 2, 0, 1, 1, 0, 2, 0, 1, 2, 2, 2, 0, 1]",50,0.1,4096
