Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
4096,145.0,3574,1.5360356999954092,"[1, 0, 2, 0, 1, 1, 2, 1, 0, 0, 0, 2, 2, 2, 2, 0, 2, 1, 0, 2, 0, 1, 1, 2, 2, 0, 1, 2, 0, 2, 0, 2, 1, 1, 0, 1, 2, 1, 2, 0, 1, 1, 1, 0, 0, 2, 1, 2, 0, 0]",geometric,400.0,0.99,0.001,393.872350160741,400,4096
0,110.0,0,0.00038700000004610047,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2]",geometric,500.0,0.99,0.001,499.99805526379413,500,4096
1,109.0,2,0.017604900000151247,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 1, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2]",geometric,500.0,0.99,0.001,499.9115402472165,500,4096
2,111.0,4,0.03324530000099912,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 1, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 0, 1, 1, 2]",geometric,500.0,0.99,0.001,499.83296469172944,500,4096
4,108.0,8,0.049042599996028,"[1, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 1, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 1, 1, 2]",geometric,500.0,0.99,0.001,499.7536134257498,500,4096
8,107.0,16,0.061842399998568,"[1, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 0, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 1, 1, 2, 0, 2, 1, 1, 0, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 1, 1, 1, 2]",geometric,500.0,0.99,0.001,499.68932811203473,500,4096
16,107.0,32,0.07518089999939548,"[1, 2, 1, 1, 1, 2, 1, 0, 1, 0, 1, 0, 2, 1, 1, 0, 1, 0, 1, 2, 1, 1, 1, 0, 2, 0, 2, 1, 1, 1, 1, 0, 2, 1, 1, 0, 2, 0, 2, 2, 2, 1, 0, 0, 0, 2, 1, 1, 1, 2]",geometric,500.0,0.99,0.001,499.62234604698364,500,4096
32,104.0,64,0.09515539999847533,"[2, 2, 2, 1, 0, 2, 1, 2, 1, 0, 1, 0, 2, 1, 1, 0, 1, 0, 0, 1, 1, 1, 2, 1, 2, 0, 2, 0, 1, 1, 1, 0, 2, 1, 1, 0, 2, 0, 0, 2, 2, 1, 1, 1, 0, 2, 1, 2, 1, 2]",geometric,500.0,0.99,0.001,499.52205671133083,500,4096
64,104.0,128,0.1171734999952605,"[2, 2, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 0, 0, 0, 1, 2, 1, 2, 1, 0, 0, 0, 0, 1, 0, 2, 0, 0, 2, 2, 0, 2, 0, 2, 2, 1, 1, 1, 1, 0, 2, 1, 2, 2, 2]",geometric,500.0,0.99,0.001,499.4115300547889,500,4096
128,102.0,255,0.14551529999880586,"[2, 2, 2, 2, 2, 0, 0, 1, 0, 0, 1, 0, 2, 0, 1, 1, 1, 2, 0, 2, 1, 0, 2, 0, 2, 1, 2, 0, 0, 2, 0, 0, 2, 2, 1, 0, 2, 1, 2, 0, 0, 0, 2, 0, 0, 1, 1, 2, 0, 2]",geometric,500.0,0.99,0.001,499.26929563123207,500,4096
256,109.0,510,0.19384859999991022,"[0, 2, 2, 1, 0, 0, 2, 0, 0, 0, 0, 1, 2, 1, 2, 2, 0, 2, 1, 0, 2, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 2, 1, 2, 2, 0, 0, 1, 1, 2, 2, 1, 2, 1, 0, 0, 2]",geometric,500.0,0.99,0.001,499.0268265299146,500,4096
512,102.0,1002,0.2990185999951791,"[1, 0, 2, 0, 0, 2, 2, 2, 1, 2, 0, 2, 1, 1, 1, 2, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 2, 1, 2, 0, 1, 1, 0, 2, 2, 1, 0, 2, 2, 1, 0, 1, 0, 1, 1, 0]",geometric,500.0,0.99,0.001,498.49963692458806,500,4096
1024,143.0,1655,0.48887760000070557,"[0, 2, 1, 2, 1, 2, 1, 1, 0, 2, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 2, 2, 1, 0, 0, 0, 2, 2, 0, 0, 1, 0, 0, 0, 2, 2, 2, 2, 2, 1, 0, 2, 1, 0, 2]",geometric,500.0,0.99,0.001,497.5493334276165,500,4096
2048,143.0,2735,0.9818454999985988,"[2, 2, 1, 2, 1, 2, 1, 1, 0, 2, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 2, 2, 1, 0, 0, 0, 2, 1, 0, 0, 1, 1, 0, 0, 2, 2, 2, 2, 2, 1, 0, 2, 1, 0, 2]",geometric,500.0,0.99,0.001,495.0903253571005,500,4096
4096,145.0,4915,2.8119475999992574,"[0, 2, 1, 2, 1, 2, 1, 1, 2, 2, 0, 0, 0, 1, 0, 2, 1, 1, 2, 0, 0, 1, 1, 1, 1, 2, 2, 1, 0, 0, 0, 2, 1, 0, 0, 1, 1, 0, 0, 2, 1, 0, 2, 2, 2, 2, 2, 1, 0, 2]",geometric,500.0,0.99,0.001,486.0672946338697,500,4096
0,110.0,0,0.00021520000154851004,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2]",geometric,1000.0,0.99,0.001,999.9978371700477,1000,4096
1,109.0,2,0.019063800005824305,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 1, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2]",geometric,1000.0,0.99,0.001,999.808420760944,1000,4096
2,111.0,4,0.036409300002560485,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 1, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 0, 1, 1, 2]",geometric,1000.0,0.99,0.001,999.6341412494243,1000,4096
4,108.0,8,0.058412100006535184,"[1, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 1, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 1, 1, 2]",geometric,1000.0,0.99,0.001,999.4131110637499,1000,4096
8,107.0,16,0.07996170000114944,"[1, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 0, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 1, 1, 2, 0, 2, 1, 1, 0, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 1, 1, 1, 2]",geometric,1000.0,0.99,0.001,999.1966808932691,1000,4096
16,107.0,32,0.10300940000161063,"[1, 2, 1, 1, 1, 2, 1, 0, 1, 0, 1, 0, 2, 1, 1, 0, 1, 0, 1, 2, 1, 1, 1, 0, 2, 0, 2, 1, 1, 1, 1, 0, 2, 1, 1, 0, 2, 0, 2, 2, 2, 1, 0, 0, 0, 2, 1, 1, 1, 2]",geometric,1000.0,0.99,0.001,998.9652566504005,1000,4096
32,104.0,64,0.12716360000194982,"[2, 2, 2, 1, 0, 2, 1, 2, 1, 0, 1, 0, 2, 1, 1, 0, 1, 0, 0, 1, 1, 1, 2, 1, 2, 0, 2, 0, 1, 1, 1, 0, 2, 1, 1, 0, 2, 0, 0, 2, 2, 1, 1, 1, 0, 2, 1, 2, 1, 2]",geometric,1000.0,0.99,0.001,998.7227794529756,1000,4096
64,104.0,128,0.150941400002921,"[2, 2, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 0, 0, 0, 1, 2, 1, 2, 1, 0, 0, 0, 0, 1, 0, 2, 0, 0, 2, 2, 0, 2, 0, 2, 2, 1, 1, 1, 1, 0, 2, 1, 2, 2, 2]",geometric,1000.0,0.99,0.001,998.4841383164838,1000,4096
128,102.0,255,0.1862777000060305,"[2, 2, 2, 2, 2, 0, 0, 1, 0, 0, 1, 0, 2, 0, 1, 1, 1, 2, 0, 2, 1, 0, 2, 0, 2, 1, 2, 0, 0, 2, 0, 0, 2, 2, 1, 0, 2, 1, 2, 0, 0, 0, 2, 0, 0, 1, 1, 2, 0, 2]",geometric,1000.0,0.99,0.001,998.1295979390613,1000,4096
256,108.0,511,0.23396590000629658,"[0, 2, 2, 1, 0, 0, 2, 0, 2, 0, 0, 1, 2, 1, 2, 2, 0, 2, 1, 0, 2, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 2, 1, 2, 2, 0, 0, 1, 1, 2, 2, 1, 2, 1, 0, 0, 2]",geometric,1000.0,0.99,0.001,997.65132658633,1000,4096
512,111.0,1010,0.3174270000017714,"[2, 1, 1, 0, 0, 1, 1, 1, 2, 0, 2, 2, 2, 2, 2, 2, 1, 2, 0, 1, 1, 0, 0, 1, 1, 2, 0, 1, 1, 2, 0, 0, 2, 0, 2, 1, 2, 1, 1, 0, 0, 0, 2, 1, 1, 1, 0, 2, 0, 0]",geometric,1000.0,0.99,0.001,996.8148354747912,1000,4096
1024,141.0,1714,0.5074214000051143,"[1, 2, 1, 1, 1, 1, 2, 2, 2, 0, 2, 0, 0, 1, 0, 1, 2, 1, 2, 0, 2, 1, 1, 0, 1, 2, 1, 1, 2, 0, 0, 0, 2, 2, 2, 1, 0, 0, 0, 1, 1, 2, 1, 2, 1, 0, 1, 1, 0, 1]",geometric,1000.0,0.99,0.001,994.913226186554,1000,4096
2048,143.0,1934,0.6031742000050144,"[1, 2, 1, 1, 1, 1, 2, 1, 2, 0, 2, 0, 0, 0, 0, 1, 2, 1, 1, 0, 2, 1, 1, 0, 0, 2, 1, 1, 2, 0, 0, 0, 1, 2, 2, 1, 0, 0, 0, 1, 1, 2, 1, 2, 1, 0, 1, 1, 0, 1]",geometric,1000.0,0.99,0.001,993.956234186654,1000,4096
4096,143.0,1934,0.6031742000050144,"[1, 2, 1, 1, 1, 1, 2, 1, 2, 0, 2, 0, 0, 0, 0, 1, 2, 1, 1, 0, 2, 1, 1, 0, 0, 2, 1, 1, 2, 0, 0, 0, 1, 2, 2, 1, 0, 0, 0, 1, 1, 2, 1, 2, 1, 0, 1, 1, 0, 1]",geometric,1000.0,0.99,0.001,993.956234186654,1000,4096
0,110.0,0,0.00024149999808287248,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2]",geometric,10000.0,0.99,0.001,9999.975728468562,10000,4096
1,109.0,2,0.020363199997518677,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 1, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2]",geometric,10000.0,0.99,0.001,9997.95363941788,10000,4096
2,111.0,4,0.04302009999810252,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 1, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 0, 1, 1, 2]",geometric,10000.0,0.99,0.001,9995.677270034732,10000,4096
4,108.0,8,0.06338130000222009,"[1, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 1, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 1, 1, 2]",geometric,10000.0,0.99,0.001,9993.631994917083,10000,4096
8,107.0,16,0.0870372999997926,"[1, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 0, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 1, 1, 2, 0, 2, 1, 1, 0, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 1, 1, 1, 2]",geometric,10000.0,0.99,0.001,9991.2562838905,10000,4096
16,107.0,32,0.1107484000021941,"[1, 2, 1, 1, 1, 2, 1, 0, 1, 0, 1, 0, 2, 1, 1, 0, 1, 0, 1, 2, 1, 1, 1, 0, 2, 0, 2, 1, 1, 1, 1, 0, 2, 1, 1, 0, 2, 0, 2, 2, 2, 1, 0, 0, 0, 2, 1, 1, 1, 2]",geometric,10000.0,0.99,0.001,9988.875606047164,10000,4096
32,104.0,64,0.1354194000014104,"[2, 2, 2, 1, 0, 2, 1, 2, 1, 0, 1, 0, 2, 1, 1, 0, 1, 0, 0, 1, 1, 1, 2, 1, 2, 0, 2, 0, 1, 1, 1, 0, 2, 1, 1, 0, 2, 0, 0, 2, 2, 1, 1, 1, 0, 2, 1, 2, 1, 2]",geometric,10000.0,0.99,0.001,9986.399153035953,10000,4096
64,104.0,128,0.15842909999628318,"[2, 2, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 0, 0, 0, 1, 2, 1, 2, 1, 0, 0, 0, 0, 1, 0, 2, 0, 0, 2, 2, 0, 2, 0, 2, 2, 1, 1, 1, 1, 0, 2, 1, 2, 2, 2]",geometric,10000.0,0.99,0.001,9984.090013184948,10000,4096
128,114.0,256,0.20042839999950957,"[2, 2, 2, 2, 2, 0, 2, 1, 1, 0, 1, 1, 2, 2, 2, 1, 1, 2, 0, 0, 1, 0, 2, 0, 2, 0, 2, 1, 0, 2, 0, 0, 2, 2, 2, 0, 2, 1, 1, 0, 2, 0, 0, 1, 0, 2, 1, 2, 0, 2]",geometric,10000.0,0.99,0.001,9979.876547525817,10000,4096
256,91.0,512,0.2538239999994403,"[2, 2, 1, 1, 0, 1, 0, 0, 2, 0, 0, 2, 2, 2, 2, 1, 0, 2, 1, 0, 2, 1, 2, 0, 1, 0, 0, 0, 1, 0, 0, 1, 2, 2, 2, 2, 0, 0, 0, 0, 2, 2, 0, 1, 0, 2, 1, 2, 0, 0]",geometric,10000.0,0.99,0.001,9974.522346296799,10000,4096
512,110.0,1023,0.35100660000171047,"[0, 0, 1, 0, 1, 1, 0, 1, 2, 2, 0, 0, 1, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0, 2, 0, 2, 1, 0, 0, 2, 2, 1, 2, 0, 2, 1, 1, 0, 2, 1, 2]",geometric,10000.0,0.99,0.001,9964.78480926933,10000,4096
1024,134.0,1905,0.5401875000025029,"[0, 0, 2, 0, 2, 2, 1, 0, 2, 2, 0, 0, 0, 2, 2, 2, 1, 1, 1, 0, 1, 2, 1, 2, 2, 1, 2, 2, 0, 1, 0, 2, 1, 0, 0, 2, 1, 0, 1, 2, 1, 0, 0, 0, 2, 2, 2, 1, 0, 2]",geometric,10000.0,0.99,0.001,9945.856449449306,10000,4096
2048,139.0,3058,1.0488482000000658,"[0, 0, 2, 1, 1, 0, 1, 1, 0, 2, 0, 2, 1, 2, 2, 2, 2, 1, 1, 2, 1, 2, 0, 1, 2, 1, 1, 2, 0, 1, 0, 2, 1, 1, 0, 2, 0, 0, 0, 2, 1, 0, 2, 0, 1, 0, 2, 1, 0, 2]",geometric,10000.0,0.99,0.001,9895.140878791248,10000,4096
4096,142.0,5146,2.756586800001969,"[0, 0, 2, 0, 2, 1, 1, 2, 2, 0, 0, 2, 0, 2, 2, 0, 2, 1, 1, 0, 2, 2, 2, 1, 2, 1, 1, 2, 0, 1, 0, 1, 1, 1, 1, 2, 0, 0, 1, 2, 1, 1, 2, 0, 2, 0, 2, 1, 0, 2]",geometric,10000.0,0.99,0.001,9726.756302380387,10000,4096
