Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
512,142.0,600,0.10599980000552023,"[0, 2, 0, 1, 1, 2, 1, 1, 1, 0, 1, 1, 1, 1, 1, 2, 2, 0, 2, 2, 0, 0, 0, 1, 0, 2, 0, 0, 2, 1, 1, 2, 0, 2, 2, 0, 1, 1, 2, 2, 0, 1, 0, 2, 0, 2, 0, 0, 2, 2]",geometric,1.0,0.99,0.001,0.9989352336759095,1.0,4096
1024,143.0,992,0.22152340000320692,"[0, 2, 0, 0, 1, 2, 1, 1, 2, 0, 1, 1, 1, 1, 1, 2, 2, 0, 2, 1, 0, 0, 0, 1, 2, 2, 0, 0, 2, 1, 1, 2, 0, 2, 2, 0, 1, 1, 2, 2, 0, 1, 0, 2, 0, 2, 0, 0, 2, 2]",geometric,1.0,0.99,0.001,0.9977760919864209,1.0,4096
2048,143.0,992,0.22152340000320692,"[0, 2, 0, 0, 1, 2, 1, 1, 2, 0, 1, 1, 1, 1, 1, 2, 2, 0, 2, 1, 0, 0, 0, 1, 2, 2, 0, 0, 2, 1, 1, 2, 0, 2, 2, 0, 1, 1, 2, 2, 0, 1, 0, 2, 0, 2, 0, 0, 2, 2]",geometric,1.0,0.99,0.001,0.9977760919864209,1.0,4096
4096,143.0,992,0.22152340000320692,"[0, 2, 0, 0, 1, 2, 1, 1, 2, 0, 1, 1, 1, 1, 1, 2, 2, 0, 2, 1, 0, 0, 0, 1, 2, 2, 0, 0, 2, 1, 1, 2, 0, 2, 2, 0, 1, 1, 2, 2, 0, 1, 0, 2, 0, 2, 0, 0, 2, 2]",geometric,1.0,0.99,0.001,0.9977760919864209,1.0,4096
0,110.0,0,0.0002049999966402538,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2]",geometric,5.0,0.99,0.001,4.999989698416531,5.0,4096
1,109.0,2,0.002162500000849832,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 1, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2]",geometric,5.0,0.99,0.001,4.999891331924434,5.0,4096
2,111.0,4,0.003956699998525437,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 1, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 0, 1, 1, 2]",geometric,5.0,0.99,0.001,4.999801173134034,5.0,4096
4,112.0,7,0.005830599999171682,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 1, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 1, 1, 2]",geometric,5.0,0.99,0.001,4.999707011143487,5.0,4096
8,110.0,14,0.008109800000966061,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 0, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 1, 1, 2, 0, 2, 1, 1, 0, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 1, 1, 2]",geometric,5.0,0.99,0.001,4.999592485539134,5.0,4096
16,115.0,29,0.011728400000720285,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 1, 0, 2, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 2, 0, 2, 1, 1, 1, 0, 2, 2, 1, 1, 0, 2, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 1, 1, 2]",geometric,5.0,0.99,0.001,4.999410662939389,5.0,4096
32,115.0,57,0.018306300000404008,"[0, 2, 2, 1, 0, 2, 1, 0, 1, 0, 1, 0, 2, 1, 1, 0, 1, 0, 2, 1, 0, 1, 1, 2, 2, 0, 2, 2, 1, 0, 0, 2, 2, 2, 1, 0, 1, 0, 2, 2, 2, 1, 1, 1, 0, 2, 0, 2, 1, 2]",geometric,5.0,0.99,0.001,4.999080162304322,5.0,4096
64,114.0,117,0.03024339999683434,"[1, 2, 0, 0, 1, 2, 0, 2, 0, 0, 1, 1, 2, 1, 1, 1, 1, 0, 2, 1, 0, 1, 1, 0, 2, 0, 0, 2, 1, 0, 2, 2, 0, 2, 2, 0, 1, 1, 0, 2, 0, 1, 1, 1, 0, 2, 0, 0, 1, 2]",geometric,5.0,0.99,0.001,4.998480449313622,5.0,4096
128,115.0,223,0.049963899997237604,"[2, 0, 2, 0, 2, 0, 0, 1, 1, 0, 1, 0, 2, 2, 2, 1, 1, 0, 2, 0, 0, 0, 1, 1, 1, 0, 2, 0, 1, 0, 1, 2, 2, 1, 1, 0, 0, 1, 1, 2, 0, 2, 2, 1, 0, 1, 2, 2, 1, 1]",geometric,5.0,0.99,0.001,4.997489860413417,5.0,4096
256,130.0,400,0.07197829999495298,"[2, 0, 0, 2, 2, 1, 0, 0, 1, 1, 0, 0, 2, 2, 2, 1, 0, 2, 1, 0, 0, 1, 2, 2, 0, 0, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 0, 1, 1, 1, 2, 2, 2, 1, 0, 1, 2, 2, 1, 0]",geometric,5.0,0.99,0.001,4.996384277529939,5.0,4096
512,138.0,705,0.1396208000005572,"[2, 1, 2, 2, 2, 2, 0, 2, 1, 1, 0, 0, 0, 2, 0, 1, 0, 2, 1, 1, 1, 2, 2, 0, 1, 0, 2, 2, 0, 0, 1, 1, 2, 0, 0, 2, 1, 1, 0, 1, 2, 0, 2, 1, 2, 1, 1, 2, 1, 0]",geometric,5.0,0.99,0.001,4.9929887407152505,5.0,4096
1024,143.0,1254,0.3107772000003024,"[2, 1, 2, 2, 2, 1, 0, 2, 1, 1, 0, 0, 0, 2, 0, 1, 0, 2, 1, 1, 0, 2, 2, 0, 1, 0, 2, 2, 0, 0, 1, 1, 2, 0, 0, 2, 1, 1, 0, 2, 2, 0, 2, 1, 2, 1, 2, 2, 1, 2]",geometric,5.0,0.99,0.001,4.984407287755937,5.0,4096
2048,144.0,2348,0.8036481000017375,"[2, 1, 2, 2, 2, 1, 2, 2, 0, 1, 0, 0, 2, 2, 1, 1, 1, 2, 1, 1, 0, 1, 2, 0, 1, 0, 2, 2, 0, 0, 0, 1, 2, 0, 0, 1, 2, 0, 0, 1, 2, 0, 2, 2, 1, 1, 2, 1, 1, 1]",geometric,5.0,0.99,0.001,4.959777987354583,5.0,4096
4096,144.0,3138,1.3672096000009333,"[2, 1, 2, 2, 2, 1, 2, 2, 0, 1, 0, 0, 2, 2, 1, 1, 1, 2, 1, 1, 0, 1, 2, 0, 1, 0, 2, 2, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 1, 2, 0, 1, 2, 1, 0, 1, 1, 0, 1]",geometric,5.0,0.99,0.001,4.931765298953941,5.0,4096
0,110.0,0,0.0004495999965001829,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2]",geometric,10.0,0.99,0.001,9.999954813792444,10.0,4096
1,109.0,2,0.010117199999513105,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 1, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2]",geometric,10.0,0.99,0.001,9.998983239114716,10.0,4096
2,111.0,4,0.020279399999708403,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 1, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 0, 1, 1, 2]",geometric,10.0,0.99,0.001,9.997962059879168,10.0,4096
4,108.0,8,0.027840499999001622,"[1, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 1, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 1, 1, 2]",geometric,10.0,0.99,0.001,9.997202327668337,10.0,4096
8,108.0,15,0.03392109999549575,"[1, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 0, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 1, 1, 2, 0, 2, 1, 1, 0, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 1, 1, 2]",geometric,10.0,0.99,0.001,9.996591396586156,10.0,4096
16,113.0,30,0.04046270000253571,"[1, 2, 1, 1, 1, 2, 1, 0, 1, 0, 1, 0, 2, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 2, 0, 2, 1, 1, 1, 0, 2, 2, 1, 1, 0, 2, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 1, 1, 2]",geometric,10.0,0.99,0.001,9.995934189519199,10.0,4096
32,110.0,61,0.04910319999908097,"[2, 2, 2, 1, 0, 2, 1, 2, 1, 0, 1, 0, 2, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 2, 2, 0, 2, 2, 0, 0, 0, 2, 2, 2, 1, 0, 2, 0, 0, 2, 2, 1, 1, 1, 0, 2, 0, 2, 1, 2]",geometric,10.0,0.99,0.001,9.995066181014252,10.0,4096
64,112.0,121,0.06035880000126781,"[2, 2, 0, 1, 0, 2, 1, 1, 1, 1, 1, 1, 2, 1, 0, 1, 0, 1, 0, 1, 0, 2, 2, 0, 0, 0, 0, 2, 2, 1, 2, 2, 0, 2, 1, 0, 2, 1, 1, 2, 1, 1, 1, 1, 0, 2, 0, 2, 2, 2]",geometric,10.0,0.99,0.001,9.99393557748753,10.0,4096
128,110.0,230,0.07893859999603592,"[2, 0, 2, 2, 2, 2, 0, 0, 1, 1, 1, 0, 2, 1, 2, 1, 0, 1, 0, 2, 0, 0, 0, 1, 2, 0, 1, 1, 2, 1, 2, 1, 0, 1, 2, 0, 2, 1, 2, 0, 1, 1, 1, 0, 0, 1, 0, 2, 0, 1]",geometric,10.0,0.99,0.001,9.99206955184627,10.0,4096
256,127.0,439,0.12444239999604179,"[1, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 2, 2, 2, 1, 0, 1, 1, 0, 2, 2, 2, 0, 2, 2, 1, 0, 0, 0, 0, 2, 1, 1, 1, 1, 2, 0, 2, 0, 1, 1, 1, 1, 0, 2, 2, 0, 0, 2, 2]",geometric,10.0,0.99,0.001,9.98750093869797,10.0,4096
512,138.0,741,0.18046569999569329,"[0, 1, 2, 1, 2, 1, 0, 1, 1, 2, 0, 2, 0, 2, 2, 0, 2, 0, 1, 2, 0, 2, 0, 2, 2, 1, 1, 0, 2, 0, 2, 2, 0, 0, 0, 2, 0, 0, 0, 1, 1, 1, 1, 0, 2, 2, 1, 1, 2, 1]",geometric,10.0,0.99,0.001,9.981879029390432,10.0,4096
1024,144.0,1276,0.3215139000021736,"[1, 1, 2, 1, 2, 1, 0, 1, 1, 1, 0, 2, 0, 2, 2, 2, 0, 0, 0, 2, 0, 2, 0, 2, 2, 1, 1, 0, 0, 0, 2, 2, 1, 0, 0, 2, 2, 2, 0, 0, 1, 1, 1, 1, 2, 2, 1, 0, 2, 1]",geometric,10.0,0.99,0.001,9.967738924277885,10.0,4096
2048,144.0,2345,0.823995400001877,"[1, 1, 2, 1, 2, 1, 0, 1, 1, 1, 0, 2, 0, 2, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 2, 1, 1, 0, 0, 0, 2, 2, 1, 0, 0, 2, 2, 2, 0, 1, 1, 1, 1, 1, 2, 2, 1, 0, 2, 1]",geometric,10.0,0.99,0.001,9.917527660699193,10.0,4096
4096,144.0,3203,1.403135900000052,"[1, 1, 2, 1, 2, 1, 0, 1, 1, 1, 0, 2, 0, 2, 2, 2, 0, 0, 0, 2, 0, 2, 0, 2, 2, 1, 1, 0, 0, 0, 2, 2, 0, 0, 0, 2, 0, 2, 0, 1, 1, 1, 1, 1, 2, 2, 1, 0, 2, 1]",geometric,10.0,0.99,0.001,9.859969802183109,10.0,4096
0,110.0,0,0.00021440000273287296,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2]",geometric,100.0,0.99,0.001,99.99978452102872,100,4096
1,109.0,2,0.011217200000828598,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 1, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2]",geometric,100.0,0.99,0.001,99.98872697271905,100,4096
2,111.0,4,0.022916200003237464,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 1, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 0, 1, 1, 2]",geometric,100.0,0.99,0.001,99.97697110140616,100,4096
4,108.0,8,0.03248600000370061,"[1, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 1, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 1, 1, 2]",geometric,100.0,0.99,0.001,99.9673558083187,100,4096
8,107.0,16,0.04291660000308184,"[1, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 0, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 1, 1, 2, 0, 2, 1, 1, 0, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 1, 1, 1, 2]",geometric,100.0,0.99,0.001,99.95687667640702,100,4096
16,107.0,32,0.05614380000042729,"[1, 2, 1, 1, 1, 2, 1, 0, 1, 0, 1, 0, 2, 1, 1, 0, 1, 0, 1, 2, 1, 1, 1, 0, 2, 0, 2, 1, 1, 1, 1, 0, 2, 1, 1, 0, 2, 0, 2, 2, 2, 1, 0, 0, 0, 2, 1, 1, 1, 2]",geometric,100.0,0.99,0.001,99.94358951209219,100,4096
32,104.0,63,0.07128120000561466,"[2, 2, 2, 1, 0, 2, 1, 2, 1, 0, 1, 0, 2, 1, 1, 0, 1, 0, 0, 1, 1, 1, 2, 2, 2, 0, 2, 0, 1, 1, 1, 0, 2, 1, 1, 0, 2, 0, 0, 2, 2, 1, 1, 1, 0, 2, 1, 2, 1, 2]",geometric,100.0,0.99,0.001,99.92838565531144,100,4096
64,104.0,127,0.09379120000085095,"[2, 2, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 0, 0, 0, 1, 2, 1, 2, 1, 0, 0, 0, 0, 1, 0, 2, 0, 0, 2, 2, 0, 2, 0, 2, 2, 1, 1, 1, 1, 0, 2, 1, 2, 2, 2]",geometric,100.0,0.99,0.001,99.90578110788671,100,4096
128,102.0,254,0.119184100003622,"[2, 2, 2, 2, 2, 0, 0, 1, 0, 0, 1, 0, 2, 0, 1, 1, 1, 2, 0, 2, 1, 0, 2, 0, 2, 1, 2, 0, 0, 2, 0, 0, 2, 2, 1, 0, 2, 1, 2, 0, 0, 0, 2, 0, 0, 1, 1, 2, 0, 2]",geometric,100.0,0.99,0.001,99.88028768908167,100,4096
256,111.0,503,0.16272230000322452,"[0, 2, 2, 1, 0, 1, 1, 0, 2, 0, 0, 1, 2, 1, 2, 0, 0, 1, 1, 0, 2, 1, 2, 1, 1, 1, 1, 0, 2, 0, 0, 1, 1, 2, 2, 1, 2, 0, 2, 0, 1, 2, 2, 2, 0, 1, 1, 1, 0, 1]",geometric,100.0,0.99,0.001,99.83659227944972,100,4096
512,128.0,924,0.23626660000445554,"[1, 0, 2, 1, 1, 2, 0, 1, 2, 2, 0, 1, 0, 1, 1, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 2, 1, 1, 0, 2, 2, 1, 2, 1, 2, 1, 0, 1, 2, 2, 0, 1, 1, 0, 0, 2, 0, 1, 2, 0]",geometric,100.0,0.99,0.001,99.76282583532762,100,4096
1024,143.0,1511,0.3909172000057879,"[1, 2, 1, 1, 1, 2, 0, 1, 2, 2, 0, 0, 0, 1, 1, 2, 2, 1, 2, 0, 0, 1, 1, 0, 0, 2, 1, 1, 0, 0, 0, 2, 2, 0, 0, 1, 2, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2]",geometric,100.0,0.99,0.001,99.60788586792522,100,4096
2048,145.0,2186,0.7120465000043623,"[1, 2, 1, 1, 1, 2, 0, 1, 2, 2, 0, 0, 0, 1, 0, 2, 0, 1, 2, 0, 0, 1, 1, 0, 2, 2, 1, 1, 0, 0, 2, 2, 2, 0, 0, 1, 2, 2, 0, 1, 1, 0, 1, 2, 1, 2, 2, 1, 2, 1]",geometric,100.0,0.99,0.001,99.28692389195825,100,4096
4096,145.0,2186,0.7120465000043623,"[1, 2, 1, 1, 1, 2, 0, 1, 2, 2, 0, 0, 0, 1, 0, 2, 0, 1, 2, 0, 0, 1, 1, 0, 2, 2, 1, 1, 0, 0, 2, 2, 2, 0, 0, 1, 2, 2, 0, 1, 1, 0, 1, 2, 1, 2, 2, 1, 2, 1]",geometric,100.0,0.99,0.001,99.28692389195825,100,4096
0,110.0,0,0.00018170000112149864,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2]",geometric,400.0,0.99,0.001,399.9992695422526,400,4096
1,109.0,2,0.012189299995952751,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 1, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2]",geometric,400.0,0.99,0.001,399.9510003779375,400,4096
2,111.0,4,0.025042000001121778,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 1, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 0, 1, 1, 2]",geometric,400.0,0.99,0.001,399.8993404633713,400,4096
4,108.0,8,0.03438820000155829,"[1, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 1, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 1, 1, 2]",geometric,400.0,0.99,0.001,399.8617787031464,400,4096
8,107.0,16,0.045349100000748876,"[1, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 0, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 1, 1, 2, 0, 2, 1, 1, 0, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 1, 1, 1, 2]",geometric,400.0,0.99,0.001,399.8177320653548,400,4096
16,107.0,32,0.056454500001564156,"[1, 2, 1, 1, 1, 2, 1, 0, 1, 0, 1, 0, 2, 1, 1, 0, 1, 0, 1, 2, 1, 1, 1, 0, 2, 0, 2, 1, 1, 1, 1, 0, 2, 1, 1, 0, 2, 0, 2, 2, 2, 1, 0, 0, 0, 2, 1, 1, 1, 2]",geometric,400.0,0.99,0.001,399.77310969917187,400,4096
32,104.0,64,0.07284819999767933,"[2, 2, 2, 1, 0, 2, 1, 2, 1, 0, 1, 0, 2, 1, 1, 0, 1, 0, 0, 1, 1, 1, 2, 1, 2, 0, 2, 0, 1, 1, 1, 0, 2, 1, 1, 0, 2, 0, 0, 2, 2, 1, 1, 1, 0, 2, 1, 2, 1, 2]",geometric,400.0,0.99,0.001,399.70724763171614,400,4096
64,104.0,128,0.08906189999834169,"[2, 2, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 0, 0, 0, 1, 2, 1, 2, 1, 0, 0, 0, 0, 1, 0, 2, 0, 0, 2, 2, 0, 2, 0, 2, 2, 1, 1, 1, 1, 0, 2, 1, 2, 2, 2]",geometric,400.0,0.99,0.001,399.64211939102665,400,4096
128,102.0,255,0.11531000000104541,"[2, 2, 2, 2, 2, 0, 0, 1, 0, 0, 1, 0, 2, 0, 1, 1, 1, 2, 0, 2, 1, 0, 2, 0, 2, 1, 2, 0, 0, 2, 0, 0, 2, 2, 1, 0, 2, 1, 2, 0, 0, 0, 2, 0, 0, 1, 1, 2, 0, 2]",geometric,400.0,0.99,0.001,399.53670681715545,400,4096
256,109.0,510,0.16046780000033323,"[0, 2, 2, 1, 0, 0, 2, 0, 0, 0, 0, 1, 2, 1, 2, 2, 0, 2, 1, 0, 2, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 2, 1, 2, 2, 0, 0, 1, 1, 2, 2, 1, 2, 1, 0, 0, 2]",geometric,400.0,0.99,0.001,399.3554178029138,400,4096
512,110.0,990,0.229106499995396,"[2, 0, 1, 0, 0, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 1, 1, 0, 0, 1, 2, 2, 1, 0, 0, 0, 2, 1, 0, 1, 1, 2, 2, 1, 0, 1, 2, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]",geometric,400.0,0.99,0.001,399.080020668953,400,4096
1024,137.0,1661,0.44895589999941876,"[1, 1, 2, 1, 0, 1, 2, 0, 0, 1, 0, 2, 2, 2, 2, 2, 0, 0, 0, 2, 0, 1, 1, 2, 2, 0, 1, 2, 0, 0, 0, 2, 1, 1, 2, 1, 2, 1, 2, 0, 1, 0, 1, 0, 1, 2, 1, 2, 1, 0]",geometric,400.0,0.99,0.001,398.19920276437136,400,4096
2048,145.0,2751,0.9674796999970567,"[1, 0, 2, 1, 1, 1, 2, 1, 0, 0, 0, 2, 2, 2, 2, 0, 2, 1, 0, 2, 0, 1, 1, 2, 2, 0, 1, 2, 0, 2, 0, 2, 1, 1, 0, 1, 2, 1, 2, 0, 1, 1, 1, 0, 0, 2, 1, 1, 0, 0]",geometric,400.0,0.99,0.001,396.12944976861087,400,4096
