Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
16,112.0,11769,23.910442400003376,"[2, 0, 0, 1, 1, 1, 0, 0, 2, 1, 1, 0, 2, 0, 0, 0, 2, 1, 2, 0, 2, 1, 1, 0, 0, 2, 1, 0, 2, 2, 0, 0, 2, 2, 1, 1, 2, 1, 2, 0, 1, 1, 0, 2, 2, 1, 1, 0, 0, 2]",50,4096,34
32,120.0,11789,24.004304800000682,"[1, 0, 0, 1, 1, 1, 0, 2, 2, 1, 1, 0, 2, 0, 0, 0, 2, 1, 2, 0, 2, 1, 1, 0, 0, 2, 1, 1, 2, 2, 0, 0, 2, 2, 1, 1, 2, 1, 2, 0, 1, 1, 0, 2, 2, 1, 1, 0, 2, 2]",50,4096,34
64,131.0,11828,24.129659199999878,"[1, 2, 0, 1, 1, 1, 2, 2, 2, 1, 2, 0, 0, 0, 0, 2, 2, 1, 2, 0, 2, 1, 1, 0, 0, 2, 1, 1, 2, 2, 0, 0, 1, 2, 2, 1, 2, 1, 2, 0, 1, 1, 0, 2, 2, 1, 1, 0, 2, 2]",50,4096,34
128,139.0,11896,24.399378900001466,"[1, 2, 0, 1, 1, 1, 2, 2, 2, 1, 2, 0, 0, 0, 0, 2, 2, 1, 2, 0, 2, 1, 1, 0, 0, 2, 1, 1, 2, 0, 0, 0, 1, 2, 2, 1, 2, 1, 0, 0, 1, 1, 1, 2, 2, 0, 1, 0, 2, 2]",50,4096,34
256,141.0,12026,24.868723300001875,"[1, 2, 0, 1, 1, 1, 2, 2, 2, 1, 2, 0, 0, 0, 0, 2, 2, 1, 2, 0, 2, 1, 1, 0, 0, 2, 1, 1, 2, 0, 0, 0, 1, 2, 0, 1, 2, 1, 0, 0, 1, 1, 1, 2, 2, 0, 1, 0, 0, 2]",50,4096,34
512,141.0,12086,25.096750199998496,"[1, 2, 0, 1, 1, 1, 2, 2, 2, 1, 2, 0, 0, 0, 0, 2, 2, 1, 2, 0, 2, 1, 1, 0, 0, 2, 1, 1, 2, 0, 0, 0, 1, 2, 0, 1, 2, 1, 0, 0, 1, 1, 1, 2, 2, 0, 1, 0, 0, 2]",50,4096,34
1024,141.0,12086,25.096750199998496,"[1, 2, 0, 1, 1, 1, 2, 2, 2, 1, 2, 0, 0, 0, 0, 2, 2, 1, 2, 0, 2, 1, 1, 0, 0, 2, 1, 1, 2, 0, 0, 0, 1, 2, 0, 1, 2, 1, 0, 0, 1, 1, 1, 2, 2, 0, 1, 0, 0, 2]",50,4096,34
2048,141.0,12086,25.096750199998496,"[1, 2, 0, 1, 1, 1, 2, 2, 2, 1, 2, 0, 0, 0, 0, 2, 2, 1, 2, 0, 2, 1, 1, 0, 0, 2, 1, 1, 2, 0, 0, 0, 1, 2, 0, 1, 2, 1, 0, 0, 1, 1, 1, 2, 2, 0, 1, 0, 0, 2]",50,4096,34
4096,141.0,12086,25.096750199998496,"[1, 2, 0, 1, 1, 1, 2, 2, 2, 1, 2, 0, 0, 0, 0, 2, 2, 1, 2, 0, 2, 1, 1, 0, 0, 2, 1, 1, 2, 0, 0, 0, 1, 2, 0, 1, 2, 1, 0, 0, 1, 1, 1, 2, 2, 0, 1, 0, 0, 2]",50,4096,34
0,105.0,12086,25.123134100002062,"[0, 2, 1, 2, 0, 0, 2, 2, 0, 2, 1, 1, 1, 0, 0, 0, 1, 2, 1, 2, 2, 2, 1, 0, 0, 0, 2, 2, 2, 2, 0, 2, 0, 2, 2, 1, 0, 0, 2, 2, 1, 1, 1, 2, 0, 1, 2, 1, 0, 1]",50,4096,35
1,105.0,12087,25.1563748999979,"[0, 2, 1, 2, 0, 0, 2, 2, 0, 2, 1, 1, 1, 0, 0, 0, 1, 2, 1, 2, 2, 2, 1, 0, 0, 0, 2, 2, 2, 2, 0, 2, 0, 2, 2, 1, 0, 0, 2, 2, 1, 1, 1, 2, 0, 1, 2, 1, 0, 1]",50,4096,35
2,106.0,12089,25.18202079999901,"[0, 2, 1, 2, 0, 0, 2, 2, 0, 2, 1, 1, 1, 0, 0, 0, 1, 2, 1, 2, 1, 2, 1, 0, 0, 0, 2, 2, 2, 2, 0, 2, 0, 2, 2, 1, 0, 0, 2, 2, 1, 1, 1, 2, 0, 1, 2, 1, 0, 1]",50,4096,35
4,106.0,12091,25.21028010000009,"[0, 2, 1, 2, 0, 0, 2, 2, 0, 2, 1, 1, 1, 0, 0, 0, 1, 2, 1, 2, 1, 2, 1, 0, 0, 0, 2, 2, 2, 2, 0, 2, 0, 2, 2, 1, 0, 0, 2, 2, 1, 1, 1, 2, 0, 1, 2, 1, 0, 1]",50,4096,35
8,106.0,12095,25.243969000002835,"[0, 2, 1, 2, 0, 0, 2, 2, 0, 2, 1, 1, 1, 0, 0, 0, 1, 2, 1, 2, 1, 2, 1, 0, 0, 0, 2, 2, 2, 2, 0, 2, 0, 2, 2, 1, 0, 0, 2, 2, 1, 1, 1, 2, 0, 1, 2, 1, 0, 1]",50,4096,35
16,109.0,12104,25.29001060000155,"[0, 2, 1, 2, 0, 0, 2, 2, 0, 2, 1, 1, 1, 0, 0, 0, 1, 2, 1, 2, 1, 2, 1, 0, 0, 0, 2, 2, 2, 2, 0, 2, 0, 2, 2, 1, 0, 0, 2, 2, 1, 1, 1, 2, 0, 0, 2, 1, 0, 1]",50,4096,35
32,113.0,12123,25.36665720000019,"[0, 2, 1, 2, 0, 0, 2, 2, 0, 2, 1, 1, 1, 0, 0, 0, 1, 2, 1, 2, 1, 2, 1, 0, 0, 0, 2, 2, 2, 2, 0, 2, 0, 2, 0, 1, 0, 0, 0, 2, 1, 1, 1, 2, 2, 0, 2, 1, 0, 1]",50,4096,35
64,120.0,12159,25.46804020000127,"[0, 1, 1, 2, 0, 0, 2, 2, 0, 1, 1, 1, 1, 0, 0, 0, 1, 2, 2, 2, 1, 2, 1, 0, 0, 0, 2, 2, 2, 2, 0, 2, 0, 2, 1, 1, 0, 0, 0, 2, 1, 1, 1, 2, 2, 0, 2, 1, 0, 1]",50,4096,35
128,126.0,12226,25.675418200000422,"[0, 1, 0, 2, 0, 0, 2, 2, 0, 1, 1, 1, 1, 0, 0, 0, 1, 2, 2, 2, 1, 2, 1, 0, 0, 0, 2, 2, 2, 2, 0, 0, 0, 2, 1, 1, 0, 0, 0, 2, 1, 1, 1, 2, 2, 0, 1, 1, 0, 1]",50,4096,35
256,132.0,12360,26.20752740000171,"[0, 1, 0, 2, 0, 2, 2, 2, 0, 1, 1, 1, 2, 0, 0, 0, 1, 2, 2, 2, 2, 0, 1, 0, 0, 1, 2, 2, 2, 2, 0, 0, 0, 2, 1, 1, 0, 0, 0, 2, 1, 1, 1, 2, 2, 0, 1, 1, 0, 1]",50,4096,35
512,137.0,12535,26.873527299998386,"[0, 1, 0, 2, 2, 2, 2, 2, 0, 1, 1, 1, 2, 0, 0, 0, 1, 2, 2, 2, 1, 0, 2, 0, 0, 1, 2, 2, 2, 2, 0, 0, 0, 2, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2, 2, 0, 1, 1, 0, 1]",50,4096,35
1024,137.0,12535,26.873527299998386,"[0, 1, 0, 2, 2, 2, 2, 2, 0, 1, 1, 1, 2, 0, 0, 0, 1, 2, 2, 2, 1, 0, 2, 0, 0, 1, 2, 2, 2, 2, 0, 0, 0, 2, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2, 2, 0, 1, 1, 0, 1]",50,4096,35
2048,137.0,12535,26.873527299998386,"[0, 1, 0, 2, 2, 2, 2, 2, 0, 1, 1, 1, 2, 0, 0, 0, 1, 2, 2, 2, 1, 0, 2, 0, 0, 1, 2, 2, 2, 2, 0, 0, 0, 2, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2, 2, 0, 1, 1, 0, 1]",50,4096,35
4096,137.0,12535,26.873527299998386,"[0, 1, 0, 2, 2, 2, 2, 2, 0, 1, 1, 1, 2, 0, 0, 0, 1, 2, 2, 2, 1, 0, 2, 0, 0, 1, 2, 2, 2, 2, 0, 0, 0, 2, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2, 2, 0, 1, 1, 0, 1]",50,4096,35
0,107.0,12535,26.90771269999823,"[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 2, 1, 2, 2, 1, 1, 1, 0, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 0, 2, 1, 1, 0, 0, 2, 1, 1, 1, 0, 1, 1, 2, 2, 1, 1, 2, 2]",50,4096,36
1,107.0,12536,26.94192800000019,"[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 2, 1, 2, 2, 1, 1, 1, 0, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 0, 2, 1, 1, 0, 0, 2, 1, 1, 1, 0, 1, 1, 2, 2, 1, 1, 2, 2]",50,4096,36
2,107.0,12537,26.97628149999946,"[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 2, 1, 2, 2, 1, 1, 1, 0, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 0, 2, 1, 1, 0, 0, 2, 1, 1, 1, 0, 1, 1, 2, 2, 1, 1, 2, 2]",50,4096,36
4,107.0,12539,27.02557060000254,"[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 2, 1, 2, 2, 1, 1, 1, 0, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 0, 2, 1, 1, 0, 0, 2, 1, 1, 1, 0, 1, 1, 2, 2, 1, 1, 2, 2]",50,4096,36
8,111.0,12546,27.074744600002305,"[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 2, 2, 2, 2, 1, 1, 1, 0, 1, 2, 1, 2, 2, 2, 2, 2, 0, 2, 1, 2, 0, 2, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 2, 2, 1, 1, 2, 2]",50,4096,36
16,114.0,12556,27.128498500002024,"[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 2, 2, 2, 2, 1, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 0, 2, 1, 2, 0, 2, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 2, 2, 1, 1, 2, 2]",50,4096,36
32,121.0,12576,27.22465910000028,"[0, 0, 1, 1, 2, 1, 1, 0, 0, 0, 0, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 0, 2, 1, 2, 0, 2, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 2, 2, 2, 1, 2, 2]",50,4096,36
64,127.0,12611,27.3906324999989,"[0, 0, 1, 0, 2, 1, 1, 0, 0, 0, 0, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 2, 0, 2, 1, 2, 1, 2, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 2, 2, 2, 1, 2, 2]",50,4096,36
128,129.0,12677,27.645107700001972,"[0, 0, 1, 0, 2, 1, 1, 0, 0, 0, 0, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 0, 2, 1, 0, 1, 2, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 2, 2, 2, 1, 2, 2]",50,4096,36
256,138.0,12812,28.241511100000935,"[0, 0, 2, 0, 2, 1, 1, 0, 0, 0, 0, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 2, 1, 0, 1, 0, 1, 2, 1, 1, 2, 0, 0, 1, 1, 1, 0, 0, 0, 2, 2, 2, 1, 2, 2]",50,4096,36
512,138.0,12884,28.60561779999989,"[0, 0, 2, 0, 2, 1, 1, 0, 0, 0, 0, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 2, 1, 0, 1, 0, 1, 2, 1, 1, 2, 0, 0, 1, 1, 1, 0, 0, 0, 2, 2, 2, 1, 2, 2]",50,4096,36
1024,138.0,12884,28.60561779999989,"[0, 0, 2, 0, 2, 1, 1, 0, 0, 0, 0, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 2, 1, 0, 1, 0, 1, 2, 1, 1, 2, 0, 0, 1, 1, 1, 0, 0, 0, 2, 2, 2, 1, 2, 2]",50,4096,36
2048,138.0,12884,28.60561779999989,"[0, 0, 2, 0, 2, 1, 1, 0, 0, 0, 0, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 2, 1, 0, 1, 0, 1, 2, 1, 1, 2, 0, 0, 1, 1, 1, 0, 0, 0, 2, 2, 2, 1, 2, 2]",50,4096,36
4096,138.0,12884,28.60561779999989,"[0, 0, 2, 0, 2, 1, 1, 0, 0, 0, 0, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 2, 1, 0, 1, 0, 1, 2, 1, 1, 2, 0, 0, 1, 1, 1, 0, 0, 0, 2, 2, 2, 1, 2, 2]",50,4096,36
0,98.0,12884,28.636195599996427,"[0, 0, 2, 2, 0, 2, 2, 2, 1, 2, 1, 2, 0, 2, 1, 0, 2, 2, 0, 2, 1, 0, 1, 2, 2, 1, 0, 1, 1, 1, 2, 0, 2, 1, 0, 1, 1, 1, 2, 1, 1, 2, 0, 1, 2, 2, 1, 1, 1, 1]",50,4096,37
1,99.0,12886,28.66747580000083,"[0, 0, 2, 2, 0, 2, 2, 2, 1, 2, 1, 2, 0, 2, 1, 0, 2, 2, 0, 2, 1, 0, 1, 2, 2, 0, 0, 1, 1, 1, 2, 0, 2, 1, 0, 1, 1, 1, 2, 1, 1, 2, 0, 1, 2, 2, 1, 1, 1, 1]",50,4096,37
2,99.0,12887,28.702104600000894,"[0, 0, 2, 2, 0, 2, 2, 2, 1, 2, 1, 2, 0, 2, 1, 0, 2, 2, 0, 2, 1, 0, 1, 2, 2, 0, 0, 1, 1, 1, 2, 0, 2, 1, 0, 1, 1, 1, 2, 1, 1, 2, 0, 1, 2, 2, 1, 1, 1, 1]",50,4096,37
4,100.0,12890,28.740907200000947,"[0, 0, 2, 2, 0, 2, 2, 2, 1, 2, 1, 2, 0, 2, 1, 0, 1, 2, 0, 2, 1, 0, 1, 2, 2, 0, 0, 1, 1, 1, 2, 0, 2, 1, 0, 1, 1, 1, 2, 1, 1, 2, 0, 1, 2, 2, 1, 1, 1, 1]",50,4096,37
8,101.0,12895,28.78610949999711,"[0, 0, 2, 2, 0, 2, 2, 2, 1, 2, 1, 2, 0, 2, 1, 0, 1, 2, 0, 2, 1, 2, 1, 2, 2, 0, 0, 1, 1, 1, 2, 0, 2, 1, 0, 1, 1, 1, 2, 1, 1, 2, 0, 1, 2, 2, 1, 1, 1, 1]",50,4096,37
16,105.0,12905,28.846652799998992,"[0, 0, 2, 2, 0, 2, 2, 0, 1, 2, 1, 2, 0, 2, 2, 0, 1, 2, 0, 2, 1, 2, 1, 2, 2, 0, 0, 1, 1, 1, 2, 0, 2, 1, 0, 1, 1, 1, 2, 1, 1, 2, 0, 1, 2, 2, 1, 1, 1, 1]",50,4096,37
32,115.0,12929,28.947311099997023,"[1, 0, 2, 2, 0, 2, 2, 0, 1, 2, 1, 2, 0, 2, 2, 0, 1, 0, 0, 2, 1, 2, 1, 2, 1, 0, 0, 2, 1, 1, 2, 0, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 0, 1, 0, 2, 1, 2, 1, 1]",50,4096,37
64,120.0,12966,29.092263600003207,"[1, 0, 2, 2, 0, 0, 2, 0, 1, 2, 1, 2, 0, 2, 2, 0, 1, 0, 0, 2, 1, 2, 1, 2, 1, 0, 0, 2, 1, 1, 2, 0, 2, 1, 2, 1, 2, 0, 1, 1, 1, 1, 0, 1, 0, 2, 1, 2, 1, 1]",50,4096,37
128,131.0,13038,29.402889800003322,"[1, 0, 2, 2, 0, 0, 2, 0, 1, 2, 1, 2, 1, 2, 2, 0, 1, 0, 0, 2, 1, 2, 1, 2, 1, 0, 0, 2, 1, 1, 2, 2, 0, 1, 2, 2, 1, 0, 1, 1, 1, 1, 0, 0, 0, 2, 0, 1, 1, 1]",50,4096,37
256,135.0,13170,29.9522255999982,"[1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 1, 2, 1, 2, 2, 0, 1, 1, 0, 2, 1, 2, 1, 2, 1, 0, 0, 2, 1, 1, 2, 2, 0, 1, 2, 2, 1, 0, 1, 1, 1, 1, 0, 0, 0, 2, 0, 1, 1, 2]",50,4096,37
512,135.0,13223,30.199200000002747,"[1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 1, 2, 1, 2, 2, 0, 1, 1, 0, 2, 1, 2, 1, 2, 1, 0, 0, 2, 1, 1, 2, 2, 0, 1, 2, 2, 1, 0, 1, 1, 1, 1, 0, 0, 0, 2, 0, 1, 1, 2]",50,4096,37
1024,135.0,13223,30.199200000002747,"[1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 1, 2, 1, 2, 2, 0, 1, 1, 0, 2, 1, 2, 1, 2, 1, 0, 0, 2, 1, 1, 2, 2, 0, 1, 2, 2, 1, 0, 1, 1, 1, 1, 0, 0, 0, 2, 0, 1, 1, 2]",50,4096,37
2048,135.0,13223,30.199200000002747,"[1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 1, 2, 1, 2, 2, 0, 1, 1, 0, 2, 1, 2, 1, 2, 1, 0, 0, 2, 1, 1, 2, 2, 0, 1, 2, 2, 1, 0, 1, 1, 1, 1, 0, 0, 0, 2, 0, 1, 1, 2]",50,4096,37
4096,135.0,13223,30.199200000002747,"[1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 1, 2, 1, 2, 2, 0, 1, 1, 0, 2, 1, 2, 1, 2, 1, 0, 0, 2, 1, 1, 2, 2, 0, 1, 2, 2, 1, 0, 1, 1, 1, 1, 0, 0, 0, 2, 0, 1, 1, 2]",50,4096,37
0,94.0,13223,30.228547500002605,"[0, 1, 1, 2, 2, 1, 0, 2, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 2, 2, 1, 0, 0, 0, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 2, 0, 1, 1, 2, 2, 1, 2, 2, 0, 0, 1, 2, 1, 1, 2]",50,4096,38
1,96.0,13225,30.262106299996958,"[0, 1, 1, 2, 2, 1, 0, 2, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 2, 2, 1, 0, 0, 0, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 2, 0, 1, 1, 2, 2, 1, 2, 2, 0, 0, 1, 2, 1, 1, 2]",50,4096,38
2,96.0,13226,30.308933100001013,"[0, 1, 1, 2, 2, 1, 0, 2, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 2, 2, 1, 0, 0, 0, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 2, 0, 1, 1, 2, 2, 1, 2, 2, 0, 0, 1, 2, 1, 1, 2]",50,4096,38
4,97.0,13229,30.36636500000168,"[0, 1, 1, 2, 2, 1, 0, 2, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 2, 2, 1, 0, 0, 0, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 2, 0, 1, 1, 2, 2, 1, 2, 2, 0, 0, 0, 2, 1, 1, 2]",50,4096,38
8,100.0,13235,30.426109100000758,"[0, 1, 2, 2, 2, 1, 0, 2, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 2, 2, 1, 0, 0, 0, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 2, 0, 1, 0, 2, 2, 1, 2, 2, 0, 0, 0, 2, 1, 1, 2]",50,4096,38
16,104.0,13245,30.49731040000188,"[0, 1, 2, 2, 2, 1, 0, 2, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 2, 2, 1, 0, 0, 0, 1, 2, 2, 1, 2, 1, 2, 1, 0, 1, 1, 0, 1, 0, 2, 2, 1, 2, 2, 0, 0, 0, 2, 1, 1, 2]",50,4096,38
32,115.0,13267,30.583396100002574,"[0, 1, 2, 2, 2, 1, 1, 2, 1, 0, 1, 2, 0, 0, 0, 1, 1, 0, 2, 0, 1, 0, 0, 0, 1, 2, 2, 0, 2, 1, 2, 1, 0, 1, 1, 0, 1, 0, 2, 2, 1, 2, 2, 1, 0, 0, 2, 1, 1, 2]",50,4096,38
64,124.0,13306,30.718631700001424,"[0, 1, 2, 0, 2, 1, 1, 2, 1, 0, 1, 2, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 2, 2, 0, 0, 1, 2, 2, 0, 1, 1, 0, 1, 0, 2, 2, 0, 2, 2, 1, 0, 1, 2, 1, 1, 2]",50,4096,38
128,133.0,13376,30.923570400002063,"[0, 1, 2, 0, 2, 1, 1, 2, 1, 0, 1, 2, 2, 0, 2, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 2, 2, 0, 1, 0, 2, 0, 0, 1, 1, 0, 1, 0, 1, 2, 0, 2, 2, 1, 0, 1, 2, 1, 1, 2]",50,4096,38
256,135.0,13484,31.227989699997124,"[0, 1, 2, 0, 2, 1, 1, 2, 1, 0, 1, 2, 2, 0, 2, 1, 1, 0, 1, 0, 2, 0, 1, 0, 1, 2, 2, 0, 1, 0, 2, 0, 0, 1, 1, 0, 1, 0, 1, 2, 0, 2, 2, 1, 0, 1, 2, 1, 1, 2]",50,4096,38
512,135.0,13484,31.227989699997124,"[0, 1, 2, 0, 2, 1, 1, 2, 1, 0, 1, 2, 2, 0, 2, 1, 1, 0, 1, 0, 2, 0, 1, 0, 1, 2, 2, 0, 1, 0, 2, 0, 0, 1, 1, 0, 1, 0, 1, 2, 0, 2, 2, 1, 0, 1, 2, 1, 1, 2]",50,4096,38
1024,135.0,13484,31.227989699997124,"[0, 1, 2, 0, 2, 1, 1, 2, 1, 0, 1, 2, 2, 0, 2, 1, 1, 0, 1, 0, 2, 0, 1, 0, 1, 2, 2, 0, 1, 0, 2, 0, 0, 1, 1, 0, 1, 0, 1, 2, 0, 2, 2, 1, 0, 1, 2, 1, 1, 2]",50,4096,38
2048,135.0,13484,31.227989699997124,"[0, 1, 2, 0, 2, 1, 1, 2, 1, 0, 1, 2, 2, 0, 2, 1, 1, 0, 1, 0, 2, 0, 1, 0, 1, 2, 2, 0, 1, 0, 2, 0, 0, 1, 1, 0, 1, 0, 1, 2, 0, 2, 2, 1, 0, 1, 2, 1, 1, 2]",50,4096,38
4096,135.0,13484,31.227989699997124,"[0, 1, 2, 0, 2, 1, 1, 2, 1, 0, 1, 2, 2, 0, 2, 1, 1, 0, 1, 0, 2, 0, 1, 0, 1, 2, 2, 0, 1, 0, 2, 0, 0, 1, 1, 0, 1, 0, 1, 2, 0, 2, 2, 1, 0, 1, 2, 1, 1, 2]",50,4096,38
0,107.0,13484,31.253635300003225,"[1, 0, 0, 0, 1, 2, 1, 2, 2, 0, 1, 1, 1, 1, 1, 0, 2, 2, 1, 0, 2, 1, 0, 0, 1, 0, 2, 1, 2, 2, 0, 1, 0, 0, 1, 1, 2, 0, 0, 1, 0, 2, 0, 2, 0, 1, 1, 0, 2, 0]",50,4096,39
1,107.0,13485,31.28703179999866,"[1, 0, 0, 0, 1, 2, 1, 2, 2, 0, 1, 1, 1, 1, 1, 0, 2, 2, 1, 0, 2, 1, 0, 0, 1, 0, 2, 1, 2, 2, 0, 1, 0, 0, 1, 1, 2, 0, 0, 1, 0, 2, 0, 2, 0, 1, 1, 0, 2, 0]",50,4096,39
2,109.0,13487,31.323718599996937,"[1, 0, 0, 0, 1, 2, 1, 2, 2, 0, 1, 1, 1, 1, 1, 0, 2, 2, 2, 0, 2, 1, 0, 0, 1, 0, 2, 1, 2, 2, 0, 1, 0, 0, 1, 1, 2, 0, 0, 1, 0, 2, 0, 2, 0, 1, 1, 0, 2, 0]",50,4096,39
4,111.0,13491,31.354864000000816,"[1, 0, 0, 0, 1, 2, 1, 2, 2, 0, 1, 1, 1, 1, 1, 0, 2, 2, 0, 0, 2, 1, 0, 0, 1, 0, 2, 1, 2, 2, 0, 1, 0, 0, 1, 1, 2, 1, 0, 1, 0, 2, 0, 2, 0, 1, 1, 0, 2, 0]",50,4096,39
8,114.0,13496,31.390900400001556,"[1, 0, 0, 0, 1, 2, 1, 2, 2, 0, 1, 1, 1, 1, 1, 0, 2, 2, 0, 0, 2, 1, 0, 0, 1, 0, 2, 1, 2, 2, 0, 1, 0, 0, 0, 1, 2, 1, 0, 1, 0, 2, 0, 2, 0, 1, 1, 0, 2, 0]",50,4096,39
16,116.0,13505,31.440742699996918,"[1, 0, 0, 0, 1, 2, 1, 2, 2, 0, 1, 1, 1, 1, 1, 0, 2, 2, 0, 1, 2, 1, 0, 0, 1, 0, 2, 1, 2, 2, 0, 1, 0, 0, 0, 1, 2, 1, 0, 1, 0, 2, 0, 2, 0, 1, 1, 0, 2, 0]",50,4096,39
32,119.0,13523,31.506799499999033,"[1, 0, 0, 0, 1, 2, 1, 2, 2, 2, 1, 1, 1, 1, 1, 0, 2, 2, 0, 1, 2, 2, 0, 0, 1, 0, 2, 1, 2, 2, 0, 1, 0, 0, 0, 1, 2, 1, 0, 1, 0, 2, 0, 2, 0, 1, 1, 0, 2, 0]",50,4096,39
64,121.0,13557,31.62480610000057,"[1, 0, 0, 0, 1, 2, 1, 2, 2, 2, 1, 1, 1, 1, 1, 0, 2, 2, 0, 1, 2, 2, 0, 0, 1, 0, 0, 1, 2, 2, 0, 1, 0, 0, 0, 1, 2, 1, 0, 1, 0, 2, 0, 2, 1, 1, 1, 0, 2, 0]",50,4096,39
128,128.0,13626,31.976812499997322,"[2, 0, 0, 0, 1, 2, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 0, 1, 2, 2, 0, 1, 1, 0, 0, 1, 2, 2, 0, 1, 0, 0, 0, 1, 2, 1, 2, 2, 0, 2, 0, 2, 1, 1, 1, 0, 2, 0]",50,4096,39
256,132.0,13758,32.61424889999762,"[2, 0, 2, 0, 1, 0, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 0, 1, 2, 2, 0, 1, 1, 0, 0, 1, 2, 2, 0, 1, 0, 0, 0, 1, 2, 1, 2, 2, 0, 2, 0, 0, 1, 1, 0, 0, 2, 0]",50,4096,39
512,132.0,13844,33.1561056999999,"[2, 0, 2, 0, 1, 0, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 0, 1, 2, 2, 0, 1, 1, 0, 0, 1, 2, 2, 0, 1, 0, 0, 0, 1, 2, 1, 2, 2, 0, 2, 0, 0, 1, 1, 0, 0, 2, 0]",50,4096,39
1024,132.0,13844,33.1561056999999,"[2, 0, 2, 0, 1, 0, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 0, 1, 2, 2, 0, 1, 1, 0, 0, 1, 2, 2, 0, 1, 0, 0, 0, 1, 2, 1, 2, 2, 0, 2, 0, 0, 1, 1, 0, 0, 2, 0]",50,4096,39
2048,132.0,13844,33.1561056999999,"[2, 0, 2, 0, 1, 0, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 0, 1, 2, 2, 0, 1, 1, 0, 0, 1, 2, 2, 0, 1, 0, 0, 0, 1, 2, 1, 2, 2, 0, 2, 0, 0, 1, 1, 0, 0, 2, 0]",50,4096,39
4096,132.0,13844,33.1561056999999,"[2, 0, 2, 0, 1, 0, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 0, 1, 2, 2, 0, 1, 1, 0, 0, 1, 2, 2, 0, 1, 0, 0, 0, 1, 2, 1, 2, 2, 0, 2, 0, 0, 1, 1, 0, 0, 2, 0]",50,4096,39
