Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
2,110.0,2,0.018058100002235733,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2]",50,4096,0
4,113.0,6,0.0276912999979686,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 1, 1, 2]",50,4096,0
8,113.0,10,0.03655540000181645,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 1, 1, 2]",50,4096,0
16,115.0,19,0.04643899999791756,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 2, 2, 1, 1, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 1, 1, 2]",50,4096,0
32,120.0,39,0.0573586999962572,"[0, 2, 1, 1, 1, 2, 1, 1, 2, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 2, 2, 1, 1, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 1, 1, 2]",50,4096,0
64,127.0,76,0.07028410000202712,"[2, 2, 1, 0, 1, 2, 1, 1, 2, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 2, 2, 2, 1, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 2, 1, 2]",50,4096,0
128,131.0,143,0.08715289999963716,"[2, 2, 1, 0, 1, 2, 1, 1, 2, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 2, 1, 1, 0, 2, 1, 2, 2, 0, 2, 2, 2, 2, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 2, 2, 2]",50,4096,0
256,131.0,201,0.10354470000311267,"[2, 2, 1, 0, 1, 2, 1, 1, 2, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 2, 1, 1, 0, 2, 1, 2, 2, 0, 2, 2, 2, 2, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 2, 2, 2]",50,4096,0
512,131.0,201,0.10354470000311267,"[2, 2, 1, 0, 1, 2, 1, 1, 2, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 2, 1, 1, 0, 2, 1, 2, 2, 0, 2, 2, 2, 2, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 2, 2, 2]",50,4096,0
1024,131.0,201,0.10354470000311267,"[2, 2, 1, 0, 1, 2, 1, 1, 2, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 2, 1, 1, 0, 2, 1, 2, 2, 0, 2, 2, 2, 2, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 2, 2, 2]",50,4096,0
2048,131.0,201,0.10354470000311267,"[2, 2, 1, 0, 1, 2, 1, 1, 2, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 2, 1, 1, 0, 2, 1, 2, 2, 0, 2, 2, 2, 2, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 2, 2, 2]",50,4096,0
4096,131.0,201,0.10354470000311267,"[2, 2, 1, 0, 1, 2, 1, 1, 2, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 2, 1, 1, 0, 2, 1, 2, 2, 0, 2, 2, 2, 2, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 2, 2, 2]",50,4096,0
0,94.0,201,0.11294929999712622,"[1, 1, 2, 2, 0, 2, 2, 2, 2, 0, 1, 2, 1, 2, 0, 2, 2, 1, 0, 2, 1, 1, 1, 1, 2, 2, 1, 2, 0, 2, 2, 2, 1, 1, 2, 2, 2, 2, 1, 0, 2, 1, 2, 1, 0, 2, 1, 1, 0, 2]",50,4096,1
1,94.0,202,0.12268130000302335,"[1, 1, 2, 2, 0, 2, 2, 2, 2, 0, 1, 2, 1, 2, 0, 2, 2, 1, 0, 2, 1, 1, 1, 1, 2, 2, 1, 2, 0, 2, 2, 2, 1, 1, 2, 2, 2, 2, 1, 0, 2, 1, 2, 1, 0, 2, 1, 1, 0, 2]",50,4096,1
2,94.0,203,0.13199470000108704,"[1, 1, 2, 2, 0, 2, 2, 2, 2, 0, 1, 2, 1, 2, 0, 2, 2, 1, 0, 2, 1, 1, 1, 1, 2, 2, 1, 2, 0, 2, 2, 2, 1, 1, 2, 2, 2, 2, 1, 0, 2, 1, 2, 1, 0, 2, 1, 1, 0, 2]",50,4096,1
4,94.0,205,0.14188370000192663,"[1, 1, 2, 2, 0, 2, 2, 2, 2, 0, 1, 2, 1, 2, 0, 2, 2, 1, 0, 2, 1, 1, 1, 1, 2, 2, 1, 2, 0, 2, 2, 2, 1, 1, 2, 2, 2, 2, 1, 0, 2, 1, 2, 1, 0, 2, 1, 1, 0, 2]",50,4096,1
8,98.0,211,0.15168239999911748,"[1, 1, 2, 2, 0, 2, 2, 2, 2, 0, 1, 2, 0, 2, 0, 2, 2, 1, 0, 2, 1, 1, 1, 1, 2, 2, 1, 0, 0, 2, 2, 2, 1, 1, 2, 2, 2, 2, 1, 0, 2, 1, 2, 1, 0, 2, 1, 1, 0, 2]",50,4096,1
16,104.0,222,0.16423670000222046,"[1, 2, 2, 2, 0, 2, 2, 2, 2, 0, 0, 2, 0, 2, 0, 2, 2, 1, 0, 2, 1, 1, 1, 1, 2, 2, 1, 0, 0, 2, 2, 2, 1, 1, 2, 2, 0, 2, 1, 0, 2, 1, 2, 1, 0, 2, 1, 1, 0, 2]",50,4096,1
32,117.0,243,0.1835057999996934,"[1, 2, 2, 2, 0, 2, 2, 2, 2, 0, 0, 2, 0, 2, 0, 2, 2, 1, 0, 2, 1, 1, 1, 0, 1, 0, 1, 0, 0, 2, 2, 2, 1, 1, 2, 2, 0, 2, 1, 0, 2, 1, 2, 1, 0, 0, 1, 1, 0, 1]",50,4096,1
64,123.0,279,0.1996108000021195,"[1, 2, 2, 2, 0, 2, 2, 2, 2, 0, 0, 2, 0, 2, 0, 2, 2, 1, 0, 2, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2, 1, 0, 2, 1, 0, 1, 1, 2, 2, 0, 0, 1, 1, 0, 1]",50,4096,1
128,131.0,349,0.21905230000265874,"[1, 2, 0, 2, 0, 1, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 1, 0, 2, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 2, 2, 1, 1, 2, 1, 0, 2, 1, 0, 1, 1, 2, 2, 0, 0, 1, 1, 0, 1]",50,4096,1
256,132.0,478,0.2496090999993612,"[1, 2, 0, 2, 0, 1, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 1, 0, 2, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 2, 2, 1, 1, 2, 1, 0, 2, 1, 0, 1, 1, 2, 2, 0, 0, 1, 1, 0, 1]",50,4096,1
512,132.0,485,0.26109330000326736,"[1, 2, 0, 2, 0, 1, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 1, 0, 2, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 2, 2, 1, 1, 2, 1, 0, 2, 1, 0, 1, 1, 2, 2, 0, 0, 1, 1, 0, 1]",50,4096,1
1024,132.0,485,0.26109330000326736,"[1, 2, 0, 2, 0, 1, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 1, 0, 2, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 2, 2, 1, 1, 2, 1, 0, 2, 1, 0, 1, 1, 2, 2, 0, 0, 1, 1, 0, 1]",50,4096,1
2048,132.0,485,0.26109330000326736,"[1, 2, 0, 2, 0, 1, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 1, 0, 2, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 2, 2, 1, 1, 2, 1, 0, 2, 1, 0, 1, 1, 2, 2, 0, 0, 1, 1, 0, 1]",50,4096,1
4096,132.0,485,0.26109330000326736,"[1, 2, 0, 2, 0, 1, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 1, 0, 2, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 2, 2, 1, 1, 2, 1, 0, 2, 1, 0, 1, 1, 2, 2, 0, 0, 1, 1, 0, 1]",50,4096,1
0,96.0,485,0.27212020000297343,"[0, 0, 2, 2, 0, 0, 2, 2, 1, 0, 2, 1, 0, 2, 1, 1, 0, 2, 0, 2, 0, 0, 2, 2, 0, 2, 0, 2, 1, 1, 2, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 0, 2, 1, 1]",50,4096,2
1,98.0,487,0.28262830000312533,"[0, 1, 2, 2, 0, 0, 2, 2, 1, 0, 2, 1, 0, 2, 1, 1, 0, 2, 0, 2, 0, 0, 2, 2, 0, 2, 0, 2, 1, 1, 2, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 0, 2, 1, 1]",50,4096,2
2,98.0,488,0.2927267999984906,"[0, 1, 2, 2, 0, 0, 2, 2, 1, 0, 2, 1, 0, 2, 1, 1, 0, 2, 0, 2, 0, 0, 2, 2, 0, 2, 0, 2, 1, 1, 2, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 0, 2, 1, 1]",50,4096,2
4,99.0,491,0.3035315000015544,"[0, 1, 2, 2, 0, 0, 2, 2, 1, 0, 2, 1, 0, 2, 1, 1, 0, 2, 0, 2, 0, 0, 2, 2, 0, 2, 0, 2, 1, 1, 2, 1, 2, 1, 0, 1, 0, 0, 0, 1, 1, 1, 2, 1, 1, 1, 0, 2, 1, 1]",50,4096,2
8,99.0,495,0.3141388000003644,"[0, 1, 2, 2, 0, 0, 2, 2, 1, 0, 2, 1, 0, 2, 1, 1, 0, 2, 0, 2, 0, 0, 2, 2, 0, 2, 0, 2, 1, 1, 2, 1, 2, 1, 0, 1, 0, 0, 0, 1, 1, 1, 2, 1, 1, 1, 0, 2, 1, 1]",50,4096,2
16,101.0,505,0.32581460000074003,"[1, 1, 2, 2, 0, 0, 2, 2, 1, 0, 2, 1, 0, 2, 1, 1, 0, 2, 0, 0, 0, 0, 2, 2, 0, 2, 0, 2, 1, 1, 2, 1, 2, 1, 0, 1, 0, 0, 0, 1, 1, 1, 2, 1, 1, 1, 0, 2, 1, 1]",50,4096,2
32,109.0,526,0.33897679999790853,"[1, 1, 2, 2, 0, 0, 2, 2, 1, 0, 2, 1, 0, 2, 0, 1, 1, 2, 0, 0, 0, 0, 2, 2, 0, 2, 0, 2, 1, 1, 1, 1, 2, 1, 0, 1, 0, 0, 0, 1, 1, 1, 2, 2, 1, 0, 0, 2, 1, 1]",50,4096,2
64,121.0,564,0.357126299997617,"[0, 1, 2, 2, 1, 0, 2, 2, 1, 0, 2, 1, 0, 2, 0, 0, 1, 2, 0, 0, 0, 1, 2, 2, 0, 2, 0, 2, 1, 1, 1, 1, 2, 1, 2, 1, 0, 0, 0, 1, 2, 1, 2, 2, 1, 0, 0, 2, 1, 1]",50,4096,2
128,130.0,633,0.38112769999861484,"[0, 0, 2, 2, 1, 0, 2, 2, 1, 0, 1, 1, 0, 2, 0, 0, 1, 2, 0, 0, 0, 1, 2, 1, 0, 1, 2, 2, 1, 1, 1, 1, 2, 1, 2, 1, 0, 0, 0, 1, 2, 1, 2, 2, 1, 0, 0, 2, 1, 1]",50,4096,2
256,135.0,766,0.4222804000019096,"[0, 0, 2, 2, 1, 2, 2, 2, 1, 0, 0, 1, 0, 2, 0, 0, 1, 2, 0, 0, 0, 1, 2, 1, 0, 1, 2, 2, 1, 1, 0, 1, 2, 1, 2, 1, 0, 0, 0, 1, 2, 1, 2, 2, 2, 1, 0, 2, 1, 1]",50,4096,2
512,136.0,946,0.47695460000250023,"[0, 0, 2, 2, 1, 2, 2, 2, 1, 0, 0, 1, 0, 2, 0, 0, 1, 2, 2, 0, 0, 1, 2, 1, 0, 1, 2, 2, 1, 1, 0, 1, 2, 1, 2, 1, 0, 0, 0, 1, 2, 1, 2, 2, 2, 1, 0, 2, 1, 1]",50,4096,2
1024,136.0,946,0.47695460000250023,"[0, 0, 2, 2, 1, 2, 2, 2, 1, 0, 0, 1, 0, 2, 0, 0, 1, 2, 2, 0, 0, 1, 2, 1, 0, 1, 2, 2, 1, 1, 0, 1, 2, 1, 2, 1, 0, 0, 0, 1, 2, 1, 2, 2, 2, 1, 0, 2, 1, 1]",50,4096,2
2048,136.0,946,0.47695460000250023,"[0, 0, 2, 2, 1, 2, 2, 2, 1, 0, 0, 1, 0, 2, 0, 0, 1, 2, 2, 0, 0, 1, 2, 1, 0, 1, 2, 2, 1, 1, 0, 1, 2, 1, 2, 1, 0, 0, 0, 1, 2, 1, 2, 2, 2, 1, 0, 2, 1, 1]",50,4096,2
4096,136.0,946,0.47695460000250023,"[0, 0, 2, 2, 1, 2, 2, 2, 1, 0, 0, 1, 0, 2, 0, 0, 1, 2, 2, 0, 0, 1, 2, 1, 0, 1, 2, 2, 1, 1, 0, 1, 2, 1, 2, 1, 0, 0, 0, 1, 2, 1, 2, 2, 2, 1, 0, 2, 1, 1]",50,4096,2
0,100.0,946,0.4878169000003254,"[2, 0, 1, 0, 1, 1, 0, 2, 2, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 2, 1, 2, 2, 0, 1, 1, 0, 0, 2, 2, 2, 0, 0, 1, 2, 0, 0, 2, 0, 0, 0, 2, 1, 0, 2, 1, 0, 0, 2, 1]",50,4096,3
1,102.0,948,0.49838420000014594,"[2, 0, 1, 0, 1, 1, 0, 2, 2, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 2, 1, 2, 2, 0, 1, 1, 0, 0, 2, 2, 2, 0, 0, 1, 2, 0, 0, 2, 0, 0, 0, 2, 1, 0, 2, 1, 0, 1, 2, 1]",50,4096,3
2,104.0,950,0.5092797999968752,"[2, 0, 1, 0, 1, 1, 0, 2, 2, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 2, 1, 2, 1, 0, 1, 1, 0, 0, 2, 2, 2, 0, 0, 1, 2, 0, 0, 2, 0, 0, 0, 2, 1, 0, 2, 1, 0, 1, 2, 1]",50,4096,3
4,104.0,952,0.5201173000023118,"[2, 0, 1, 0, 1, 1, 0, 2, 2, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 2, 1, 2, 1, 0, 1, 1, 0, 0, 2, 2, 2, 0, 0, 1, 2, 0, 0, 2, 0, 0, 0, 2, 1, 0, 2, 1, 0, 1, 2, 1]",50,4096,3
8,108.0,959,0.5327072000000044,"[2, 0, 1, 0, 1, 1, 0, 2, 2, 2, 2, 0, 1, 1, 0, 0, 0, 0, 1, 2, 1, 2, 1, 0, 1, 1, 0, 0, 2, 2, 2, 0, 0, 1, 2, 0, 0, 2, 0, 0, 1, 2, 1, 0, 2, 1, 0, 1, 2, 1]",50,4096,3
16,114.0,971,0.5521774000008008,"[2, 2, 0, 0, 1, 1, 0, 2, 2, 2, 2, 0, 1, 1, 0, 0, 1, 0, 1, 2, 1, 2, 1, 0, 1, 1, 0, 0, 2, 2, 2, 0, 0, 1, 2, 0, 0, 2, 0, 0, 1, 2, 1, 0, 1, 1, 0, 1, 2, 1]",50,4096,3
32,121.0,991,0.5701456000024336,"[2, 2, 0, 0, 1, 1, 0, 2, 2, 2, 2, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 2, 1, 0, 1, 0, 0, 0, 2, 2, 2, 0, 0, 1, 2, 0, 1, 2, 0, 2, 1, 2, 1, 0, 1, 1, 0, 1, 2, 1]",50,4096,3
64,125.0,1027,0.5894613999989815,"[2, 2, 0, 0, 1, 1, 0, 2, 2, 0, 2, 0, 1, 1, 2, 0, 1, 0, 1, 1, 0, 2, 1, 0, 1, 0, 0, 1, 2, 2, 2, 0, 0, 1, 2, 0, 1, 2, 0, 2, 1, 2, 1, 0, 1, 1, 0, 1, 2, 1]",50,4096,3
128,131.0,1095,0.6184570999976131,"[2, 2, 0, 0, 1, 1, 0, 2, 2, 0, 2, 2, 1, 0, 2, 0, 1, 0, 1, 1, 0, 2, 1, 0, 1, 0, 0, 1, 2, 2, 2, 0, 0, 1, 2, 1, 1, 2, 0, 2, 1, 2, 1, 0, 1, 0, 0, 1, 2, 1]",50,4096,3
256,138.0,1229,0.6665897999992012,"[2, 2, 0, 0, 1, 1, 0, 1, 2, 0, 2, 2, 0, 0, 2, 0, 1, 1, 1, 1, 2, 2, 1, 0, 1, 0, 0, 1, 2, 2, 2, 0, 0, 1, 2, 1, 0, 2, 0, 1, 1, 2, 1, 0, 1, 0, 0, 1, 2, 1]",50,4096,3
512,138.0,1287,0.6961796000032336,"[2, 2, 0, 0, 1, 1, 0, 1, 2, 0, 2, 2, 0, 0, 2, 0, 1, 1, 1, 1, 2, 2, 1, 0, 1, 0, 0, 1, 2, 2, 2, 0, 0, 1, 2, 1, 0, 2, 0, 1, 1, 2, 1, 0, 1, 0, 0, 1, 2, 1]",50,4096,3
1024,138.0,1287,0.6961796000032336,"[2, 2, 0, 0, 1, 1, 0, 1, 2, 0, 2, 2, 0, 0, 2, 0, 1, 1, 1, 1, 2, 2, 1, 0, 1, 0, 0, 1, 2, 2, 2, 0, 0, 1, 2, 1, 0, 2, 0, 1, 1, 2, 1, 0, 1, 0, 0, 1, 2, 1]",50,4096,3
2048,138.0,1287,0.6961796000032336,"[2, 2, 0, 0, 1, 1, 0, 1, 2, 0, 2, 2, 0, 0, 2, 0, 1, 1, 1, 1, 2, 2, 1, 0, 1, 0, 0, 1, 2, 2, 2, 0, 0, 1, 2, 1, 0, 2, 0, 1, 1, 2, 1, 0, 1, 0, 0, 1, 2, 1]",50,4096,3
4096,138.0,1287,0.6961796000032336,"[2, 2, 0, 0, 1, 1, 0, 1, 2, 0, 2, 2, 0, 0, 2, 0, 1, 1, 1, 1, 2, 2, 1, 0, 1, 0, 0, 1, 2, 2, 2, 0, 0, 1, 2, 1, 0, 2, 0, 1, 1, 2, 1, 0, 1, 0, 0, 1, 2, 1]",50,4096,3
0,102.0,1287,0.7073301999989781,"[0, 0, 0, 1, 1, 2, 2, 1, 1, 1, 0, 1, 0, 0, 1, 2, 2, 2, 1, 2, 1, 1, 0, 1, 1, 2, 0, 0, 2, 0, 0, 0, 1, 1, 1, 1, 1, 0, 2, 2, 0, 2, 2, 1, 1, 1, 1, 2, 0, 2]",50,4096,4
1,104.0,1289,0.7184955999982776,"[0, 0, 0, 1, 1, 2, 2, 1, 1, 1, 0, 1, 0, 0, 1, 2, 2, 2, 1, 2, 1, 1, 0, 1, 1, 2, 0, 0, 2, 0, 0, 0, 1, 1, 1, 2, 1, 0, 2, 2, 0, 2, 2, 1, 1, 1, 1, 2, 0, 2]",50,4096,4
2,104.0,1290,0.7297016000011354,"[0, 0, 0, 1, 1, 2, 2, 1, 1, 1, 0, 1, 0, 0, 1, 2, 2, 2, 1, 2, 1, 1, 0, 1, 1, 2, 0, 0, 2, 0, 0, 0, 1, 1, 1, 2, 1, 0, 2, 2, 0, 2, 2, 1, 1, 1, 1, 2, 0, 2]",50,4096,4
4,104.0,1292,0.7413658000004943,"[0, 0, 0, 1, 1, 2, 2, 1, 1, 1, 0, 1, 0, 0, 1, 2, 2, 2, 1, 2, 1, 1, 0, 1, 1, 2, 0, 0, 2, 0, 0, 0, 1, 1, 1, 2, 1, 0, 2, 2, 0, 2, 2, 1, 1, 1, 1, 2, 0, 2]",50,4096,4
8,107.0,1297,0.7530308999994304,"[0, 0, 0, 1, 1, 2, 2, 1, 1, 1, 0, 1, 0, 0, 1, 2, 2, 2, 1, 2, 1, 1, 0, 1, 1, 2, 0, 0, 2, 0, 0, 0, 1, 1, 1, 2, 1, 0, 2, 2, 0, 2, 2, 2, 1, 1, 1, 2, 0, 2]",50,4096,4
16,113.0,1308,0.765737599998829,"[0, 2, 0, 1, 1, 2, 2, 1, 1, 1, 2, 1, 0, 0, 1, 2, 2, 2, 1, 2, 1, 1, 0, 1, 1, 2, 0, 0, 2, 0, 0, 0, 1, 1, 1, 2, 1, 0, 2, 2, 0, 2, 0, 2, 1, 1, 1, 2, 0, 2]",50,4096,4
32,120.0,1327,0.7817199999990407,"[0, 2, 0, 1, 1, 2, 2, 1, 1, 1, 2, 1, 0, 0, 1, 2, 2, 2, 1, 2, 1, 1, 0, 1, 0, 2, 0, 0, 2, 1, 0, 0, 1, 1, 1, 2, 1, 0, 2, 2, 0, 2, 0, 2, 1, 1, 0, 2, 0, 2]",50,4096,4
64,126.0,1363,0.8028506999980891,"[0, 2, 0, 1, 1, 2, 2, 1, 1, 2, 2, 1, 0, 0, 1, 2, 2, 2, 1, 2, 1, 1, 0, 1, 0, 2, 0, 1, 2, 1, 0, 0, 1, 1, 0, 2, 1, 0, 2, 2, 0, 2, 0, 2, 1, 1, 0, 2, 1, 2]",50,4096,4
128,127.0,1428,0.8382455999962986,"[0, 2, 0, 1, 1, 2, 2, 1, 1, 2, 2, 1, 0, 0, 1, 2, 2, 2, 1, 2, 1, 1, 0, 1, 0, 2, 0, 1, 2, 1, 0, 0, 1, 1, 0, 1, 1, 0, 2, 2, 0, 2, 0, 2, 1, 1, 0, 2, 1, 2]",50,4096,4
256,132.0,1561,0.8998215000028722,"[0, 2, 0, 1, 1, 2, 2, 1, 1, 2, 2, 1, 0, 0, 1, 2, 2, 0, 1, 2, 1, 1, 0, 1, 0, 2, 0, 0, 2, 1, 1, 0, 0, 1, 0, 1, 1, 1, 2, 2, 0, 2, 0, 2, 1, 1, 0, 2, 1, 2]",50,4096,4
512,141.0,1798,0.9958284000022104,"[0, 2, 0, 1, 1, 2, 2, 1, 2, 0, 2, 1, 0, 0, 1, 2, 2, 0, 2, 1, 1, 1, 0, 1, 0, 2, 0, 0, 2, 1, 1, 0, 0, 1, 2, 1, 1, 1, 2, 2, 0, 2, 0, 2, 1, 1, 0, 0, 1, 0]",50,4096,4
1024,141.0,1798,0.9958284000022104,"[0, 2, 0, 1, 1, 2, 2, 1, 2, 0, 2, 1, 0, 0, 1, 2, 2, 0, 2, 1, 1, 1, 0, 1, 0, 2, 0, 0, 2, 1, 1, 0, 0, 1, 2, 1, 1, 1, 2, 2, 0, 2, 0, 2, 1, 1, 0, 0, 1, 0]",50,4096,4
2048,141.0,1798,0.9958284000022104,"[0, 2, 0, 1, 1, 2, 2, 1, 2, 0, 2, 1, 0, 0, 1, 2, 2, 0, 2, 1, 1, 1, 0, 1, 0, 2, 0, 0, 2, 1, 1, 0, 0, 1, 2, 1, 1, 1, 2, 2, 0, 2, 0, 2, 1, 1, 0, 0, 1, 0]",50,4096,4
4096,141.0,1798,0.9958284000022104,"[0, 2, 0, 1, 1, 2, 2, 1, 2, 0, 2, 1, 0, 0, 1, 2, 2, 0, 2, 1, 1, 1, 0, 1, 0, 2, 0, 0, 2, 1, 1, 0, 0, 1, 2, 1, 1, 1, 2, 2, 0, 2, 0, 2, 1, 1, 0, 0, 1, 0]",50,4096,4
0,99.0,1798,1.0071091999998316,"[1, 1, 0, 2, 0, 1, 2, 1, 0, 1, 1, 1, 2, 2, 1, 0, 0, 1, 2, 2, 2, 1, 2, 2, 0, 1, 1, 2, 0, 1, 2, 0, 2, 1, 0, 1, 2, 0, 1, 2, 2, 2, 0, 1, 1, 0, 2, 1, 0, 0]",50,4096,5
1,99.0,1799,1.0174603999985266,"[1, 1, 0, 2, 0, 1, 2, 1, 0, 1, 1, 1, 2, 2, 1, 0, 0, 1, 2, 2, 2, 1, 2, 2, 0, 1, 1, 2, 0, 1, 2, 0, 2, 1, 0, 1, 2, 0, 1, 2, 2, 2, 0, 1, 1, 0, 2, 1, 0, 0]",50,4096,5
2,99.0,1800,1.0283688999988954,"[1, 1, 0, 2, 0, 1, 2, 1, 0, 1, 1, 1, 2, 2, 1, 0, 0, 1, 2, 2, 2, 1, 2, 2, 0, 1, 1, 2, 0, 1, 2, 0, 2, 1, 0, 1, 2, 0, 1, 2, 2, 2, 0, 1, 1, 0, 2, 1, 0, 0]",50,4096,5
4,102.0,1803,1.0398742000033963,"[1, 1, 0, 2, 0, 1, 2, 1, 0, 1, 1, 1, 2, 2, 1, 0, 0, 1, 2, 2, 2, 1, 1, 2, 0, 1, 1, 2, 0, 1, 2, 0, 2, 1, 0, 1, 2, 0, 1, 2, 2, 2, 0, 1, 1, 0, 2, 1, 0, 0]",50,4096,5
8,106.0,1809,1.0521633000025759,"[1, 1, 0, 2, 0, 0, 2, 1, 0, 1, 1, 1, 2, 2, 1, 0, 0, 1, 2, 0, 2, 1, 1, 2, 0, 1, 1, 2, 0, 1, 2, 0, 2, 1, 0, 1, 2, 0, 1, 2, 2, 2, 0, 1, 1, 0, 2, 1, 0, 0]",50,4096,5
16,114.0,1820,1.0668506000001798,"[1, 1, 0, 2, 0, 0, 2, 1, 0, 1, 1, 1, 2, 2, 1, 0, 0, 1, 2, 0, 2, 0, 1, 2, 0, 1, 1, 2, 0, 2, 2, 0, 2, 1, 0, 1, 2, 0, 1, 2, 2, 2, 0, 2, 1, 0, 2, 1, 0, 0]",50,4096,5
32,114.0,1836,1.085833899996942,"[1, 1, 0, 2, 0, 0, 2, 1, 0, 1, 1, 1, 2, 2, 1, 0, 0, 1, 2, 0, 2, 0, 1, 2, 0, 1, 1, 2, 0, 2, 2, 0, 2, 1, 0, 1, 2, 0, 1, 2, 2, 2, 0, 2, 1, 0, 2, 1, 0, 0]",50,4096,5
64,117.0,1871,1.1108355999967898,"[1, 1, 0, 2, 2, 0, 2, 1, 0, 1, 1, 0, 2, 2, 1, 0, 0, 1, 2, 0, 0, 0, 1, 2, 0, 1, 1, 2, 0, 2, 2, 0, 2, 1, 0, 1, 2, 0, 1, 2, 2, 2, 0, 2, 1, 0, 2, 1, 0, 0]",50,4096,5
128,121.0,1939,1.1527300000016112,"[1, 1, 0, 2, 2, 0, 2, 0, 0, 1, 1, 0, 2, 2, 1, 0, 0, 1, 2, 0, 0, 0, 1, 2, 0, 1, 1, 2, 0, 2, 2, 2, 2, 1, 0, 1, 2, 1, 1, 2, 2, 2, 0, 2, 1, 0, 1, 1, 0, 0]",50,4096,5
256,127.0,2072,1.2294762000019546,"[1, 1, 0, 2, 2, 0, 2, 2, 0, 1, 1, 0, 2, 2, 1, 0, 0, 1, 2, 0, 0, 0, 1, 2, 0, 1, 2, 2, 0, 2, 0, 2, 2, 1, 0, 1, 1, 1, 1, 2, 2, 2, 0, 2, 0, 0, 1, 1, 0, 0]",50,4096,5
512,127.0,2096,1.2569103999994695,"[1, 1, 0, 2, 2, 0, 2, 2, 0, 1, 1, 0, 2, 2, 1, 0, 0, 1, 2, 0, 0, 0, 1, 2, 0, 1, 2, 2, 0, 2, 0, 2, 2, 1, 0, 1, 1, 1, 1, 2, 2, 2, 0, 2, 0, 0, 1, 1, 0, 0]",50,4096,5
